  Time(year)	  SI(Albite)	          pH	    Tot_SiO2	      Tot_Al	      TOT_Na	
  1.0140e+03	 -2.9214e-03	  6.2835e+00	  6.5301e-03	  3.4908e-11	  3.2651e-03	
  1.0156e+03	 -2.8841e-03	  6.2835e+00	  6.5303e-03	  3.4907e-11	  3.2652e-03	
  1.0172e+03	 -2.8472e-03	  6.2835e+00	  6.5304e-03	  3.4906e-11	  3.2653e-03	
  1.0188e+03	 -2.8108e-03	  6.2835e+00	  6.5306e-03	  3.4905e-11	  3.2653e-03	
  1.0204e+03	 -2.7749e-03	  6.2835e+00	  6.5307e-03	  3.4905e-11	  3.2654e-03	
  1.0220e+03	 -2.7395e-03	  6.2835e+00	  6.5309e-03	  3.4904e-11	  3.2655e-03	
  1.0235e+03	 -2.7044e-03	  6.2835e+00	  6.5310e-03	  3.4903e-11	  3.2656e-03	
  1.0251e+03	 -2.6699e-03	  6.2835e+00	  6.5312e-03	  3.4902e-11	  3.2656e-03	
  1.0267e+03	 -2.6358e-03	  6.2835e+00	  6.5313e-03	  3.4901e-11	  3.2657e-03	
  1.0283e+03	 -2.6021e-03	  6.2835e+00	  6.5314e-03	  3.4901e-11	  3.2658e-03	
  1.0299e+03	 -2.5688e-03	  6.2835e+00	  6.5316e-03	  3.4900e-11	  3.2658e-03	
  1.0315e+03	 -2.5360e-03	  6.2835e+00	  6.5317e-03	  3.4899e-11	  3.2659e-03	
  1.0331e+03	 -2.5036e-03	  6.2835e+00	  6.5318e-03	  3.4898e-11	  3.2660e-03	
  1.0346e+03	 -2.4716e-03	  6.2835e+00	  6.5320e-03	  3.4898e-11	  3.2660e-03	
  1.0362e+03	 -2.4400e-03	  6.2836e+00	  6.5321e-03	  3.4897e-11	  3.2661e-03	
  1.0378e+03	 -2.4088e-03	  6.2836e+00	  6.5322e-03	  3.4896e-11	  3.2662e-03	
  1.0394e+03	 -2.3780e-03	  6.2836e+00	  6.5324e-03	  3.4895e-11	  3.2662e-03	
  1.0410e+03	 -2.3476e-03	  6.2836e+00	  6.5325e-03	  3.4895e-11	  3.2663e-03	
  1.0426e+03	 -2.3176e-03	  6.2836e+00	  6.5326e-03	  3.4894e-11	  3.2664e-03	
  1.0441e+03	 -2.2880e-03	  6.2836e+00	  6.5327e-03	  3.4893e-11	  3.2664e-03	
  1.0457e+03	 -2.2587e-03	  6.2836e+00	  6.5328e-03	  3.4893e-11	  3.2665e-03	
  1.0473e+03	 -2.2299e-03	  6.2836e+00	  6.5330e-03	  3.4892e-11	  3.2665e-03	
  1.0489e+03	 -2.2014e-03	  6.2836e+00	  6.5331e-03	  3.4891e-11	  3.2666e-03	
  1.0505e+03	 -2.1732e-03	  6.2836e+00	  6.5332e-03	  3.4891e-11	  3.2666e-03	
  1.0521e+03	 -2.1454e-03	  6.2836e+00	  6.5333e-03	  3.4890e-11	  3.2667e-03	
  1.0537e+03	 -2.1180e-03	  6.2836e+00	  6.5334e-03	  3.4889e-11	  3.2668e-03	
  1.0552e+03	 -2.0909e-03	  6.2836e+00	  6.5335e-03	  3.4889e-11	  3.2668e-03	
  1.0568e+03	 -2.0642e-03	  6.2836e+00	  6.5336e-03	  3.4888e-11	  3.2669e-03	
  1.0584e+03	 -2.0378e-03	  6.2836e+00	  6.5338e-03	  3.4888e-11	  3.2669e-03	
  1.0600e+03	 -2.0118e-03	  6.2836e+00	  6.5339e-03	  3.4887e-11	  3.2670e-03	
  1.0616e+03	 -1.9860e-03	  6.2836e+00	  6.5340e-03	  3.4886e-11	  3.2670e-03	
  1.0632e+03	 -1.9606e-03	  6.2836e+00	  6.5341e-03	  3.4886e-11	  3.2671e-03	
  1.0647e+03	 -1.9356e-03	  6.2836e+00	  6.5342e-03	  3.4885e-11	  3.2671e-03	
  1.0663e+03	 -1.9108e-03	  6.2836e+00	  6.5343e-03	  3.4885e-11	  3.2672e-03	
  1.0679e+03	 -1.8864e-03	  6.2837e+00	  6.5344e-03	  3.4884e-11	  3.2672e-03	
  1.0695e+03	 -1.8623e-03	  6.2837e+00	  6.5345e-03	  3.4884e-11	  3.2673e-03	
  1.0711e+03	 -1.8385e-03	  6.2837e+00	  6.5346e-03	  3.4883e-11	  3.2673e-03	
  1.0727e+03	 -1.8150e-03	  6.2837e+00	  6.5347e-03	  3.4883e-11	  3.2674e-03	
  1.0742e+03	 -1.7917e-03	  6.2837e+00	  6.5348e-03	  3.4882e-11	  3.2674e-03	
  1.0758e+03	 -1.7688e-03	  6.2837e+00	  6.5349e-03	  3.4881e-11	  3.2675e-03	
  1.0774e+03	 -1.7462e-03	  6.2837e+00	  6.5350e-03	  3.4881e-11	  3.2675e-03	
  1.0790e+03	 -1.7239e-03	  6.2837e+00	  6.5350e-03	  3.4880e-11	  3.2676e-03	
  1.0806e+03	 -1.7018e-03	  6.2837e+00	  6.5351e-03	  3.4880e-11	  3.2676e-03	
  1.0822e+03	 -1.6801e-03	  6.2837e+00	  6.5352e-03	  3.4879e-11	  3.2677e-03	
  1.0838e+03	 -1.6586e-03	  6.2837e+00	  6.5353e-03	  3.4879e-11	  3.2677e-03	
  1.0853e+03	 -1.6374e-03	  6.2837e+00	  6.5354e-03	  3.4878e-11	  3.2677e-03	
  1.0869e+03	 -1.6164e-03	  6.2837e+00	  6.5355e-03	  3.4878e-11	  3.2678e-03	
  1.0885e+03	 -1.5958e-03	  6.2837e+00	  6.5356e-03	  3.4878e-11	  3.2678e-03	
  1.0901e+03	 -1.5754e-03	  6.2837e+00	  6.5357e-03	  3.4877e-11	  3.2679e-03	
  1.0917e+03	 -1.5552e-03	  6.2837e+00	  6.5357e-03	  3.4877e-11	  3.2679e-03	
  1.0933e+03	 -1.5353e-03	  6.2837e+00	  6.5358e-03	  3.4876e-11	  3.2680e-03	
  1.0948e+03	 -1.5157e-03	  6.2837e+00	  6.5359e-03	  3.4876e-11	  3.2680e-03	
  1.0964e+03	 -1.4963e-03	  6.2837e+00	  6.5360e-03	  3.4875e-11	  3.2680e-03	
  1.0980e+03	 -1.4772e-03	  6.2837e+00	  6.5361e-03	  3.4875e-11	  3.2681e-03	
  1.0996e+03	 -1.4583e-03	  6.2837e+00	  6.5361e-03	  3.4874e-11	  3.2681e-03	
  1.1012e+03	 -1.4396e-03	  6.2837e+00	  6.5362e-03	  3.4874e-11	  3.2682e-03	
  1.1028e+03	 -1.4212e-03	  6.2837e+00	  6.5363e-03	  3.4874e-11	  3.2682e-03	
  1.1044e+03	 -1.4030e-03	  6.2837e+00	  6.5364e-03	  3.4873e-11	  3.2682e-03	
  1.1059e+03	 -1.3851e-03	  6.2837e+00	  6.5364e-03	  3.4873e-11	  3.2683e-03	
  1.1075e+03	 -1.3674e-03	  6.2837e+00	  6.5365e-03	  3.4872e-11	  3.2683e-03	
  1.1091e+03	 -1.3499e-03	  6.2838e+00	  6.5366e-03	  3.4872e-11	  3.2683e-03	
  1.1107e+03	 -1.3326e-03	  6.2838e+00	  6.5367e-03	  3.4871e-11	  3.2684e-03	
  1.1123e+03	 -1.3156e-03	  6.2838e+00	  6.5367e-03	  3.4871e-11	  3.2684e-03	
  1.1139e+03	 -1.2988e-03	  6.2838e+00	  6.5368e-03	  3.4871e-11	  3.2684e-03	
  1.1154e+03	 -1.2821e-03	  6.2838e+00	  6.5369e-03	  3.4870e-11	  3.2685e-03	
  1.1170e+03	 -1.2657e-03	  6.2838e+00	  6.5369e-03	  3.4870e-11	  3.2685e-03	
  1.1186e+03	 -1.2496e-03	  6.2838e+00	  6.5370e-03	  3.4870e-11	  3.2685e-03	
  1.1202e+03	 -1.2336e-03	  6.2838e+00	  6.5371e-03	  3.4869e-11	  3.2686e-03	
  1.1218e+03	 -1.2178e-03	  6.2838e+00	  6.5371e-03	  3.4869e-11	  3.2686e-03	
  1.1234e+03	 -1.2022e-03	  6.2838e+00	  6.5372e-03	  3.4869e-11	  3.2686e-03	
  1.1250e+03	 -1.1868e-03	  6.2838e+00	  6.5373e-03	  3.4868e-11	  3.2687e-03	
  1.1265e+03	 -1.1717e-03	  6.2838e+00	  6.5373e-03	  3.4868e-11	  3.2687e-03	
  1.1281e+03	 -1.1567e-03	  6.2838e+00	  6.5374e-03	  3.4867e-11	  3.2687e-03	
  1.1297e+03	 -1.1419e-03	  6.2838e+00	  6.5374e-03	  3.4867e-11	  3.2688e-03	
  1.1313e+03	 -1.1273e-03	  6.2838e+00	  6.5375e-03	  3.4867e-11	  3.2688e-03	
  1.1329e+03	 -1.1128e-03	  6.2838e+00	  6.5376e-03	  3.4866e-11	  3.2688e-03	
  1.1345e+03	 -1.0986e-03	  6.2838e+00	  6.5376e-03	  3.4866e-11	  3.2689e-03	
  1.1360e+03	 -1.0846e-03	  6.2838e+00	  6.5377e-03	  3.4866e-11	  3.2689e-03	
  1.1376e+03	 -1.0707e-03	  6.2838e+00	  6.5377e-03	  3.4865e-11	  3.2689e-03	
  1.1392e+03	 -1.0570e-03	  6.2838e+00	  6.5378e-03	  3.4865e-11	  3.2689e-03	
  1.1408e+03	 -1.0435e-03	  6.2838e+00	  6.5378e-03	  3.4865e-11	  3.2690e-03	
  1.1424e+03	 -1.0301e-03	  6.2838e+00	  6.5379e-03	  3.4865e-11	  3.2690e-03	
  1.1440e+03	 -1.0169e-03	  6.2838e+00	  6.5380e-03	  3.4864e-11	  3.2690e-03	
  1.1455e+03	 -1.0039e-03	  6.2838e+00	  6.5380e-03	  3.4864e-11	  3.2691e-03	
  1.1471e+03	 -9.9108e-04	  6.2838e+00	  6.5381e-03	  3.4864e-11	  3.2691e-03	
  1.1487e+03	 -9.7840e-04	  6.2838e+00	  6.5381e-03	  3.4863e-11	  3.2691e-03	
  1.1503e+03	 -9.6589e-04	  6.2838e+00	  6.5382e-03	  3.4863e-11	  3.2691e-03	
  1.1519e+03	 -9.5353e-04	  6.2838e+00	  6.5382e-03	  3.4863e-11	  3.2692e-03	
  1.1535e+03	 -9.4133e-04	  6.2838e+00	  6.5383e-03	  3.4863e-11	  3.2692e-03	
  1.1551e+03	 -9.2929e-04	  6.2838e+00	  6.5383e-03	  3.4862e-11	  3.2692e-03	
  1.1566e+03	 -9.1740e-04	  6.2838e+00	  6.5384e-03	  3.4862e-11	  3.2692e-03	
  1.1582e+03	 -9.0566e-04	  6.2838e+00	  6.5384e-03	  3.4862e-11	  3.2693e-03	
  1.1598e+03	 -8.9408e-04	  6.2838e+00	  6.5385e-03	  3.4861e-11	  3.2693e-03	
  1.1614e+03	 -8.8264e-04	  6.2838e+00	  6.5385e-03	  3.4861e-11	  3.2693e-03	
  1.1630e+03	 -8.7134e-04	  6.2838e+00	  6.5385e-03	  3.4861e-11	  3.2693e-03	
  1.1646e+03	 -8.6020e-04	  6.2838e+00	  6.5386e-03	  3.4861e-11	  3.2693e-03	
  1.1661e+03	 -8.4919e-04	  6.2838e+00	  6.5386e-03	  3.4860e-11	  3.2694e-03	
  1.1677e+03	 -8.3833e-04	  6.2838e+00	  6.5387e-03	  3.4860e-11	  3.2694e-03	
  1.1693e+03	 -8.2760e-04	  6.2838e+00	  6.5387e-03	  3.4860e-11	  3.2694e-03	
  1.1709e+03	 -8.1701e-04	  6.2838e+00	  6.5388e-03	  3.4860e-11	  3.2694e-03	
  1.1725e+03	 -8.0656e-04	  6.2838e+00	  6.5388e-03	  3.4859e-11	  3.2695e-03	
  1.1741e+03	 -7.9624e-04	  6.2839e+00	  6.5389e-03	  3.4859e-11	  3.2695e-03	
  1.1757e+03	 -7.8605e-04	  6.2839e+00	  6.5389e-03	  3.4859e-11	  3.2695e-03	
  1.1772e+03	 -7.7599e-04	  6.2839e+00	  6.5389e-03	  3.4859e-11	  3.2695e-03	
  1.1788e+03	 -7.6606e-04	  6.2839e+00	  6.5390e-03	  3.4859e-11	  3.2695e-03	
  1.1804e+03	 -7.5626e-04	  6.2839e+00	  6.5390e-03	  3.4858e-11	  3.2696e-03	
  1.1820e+03	 -7.4659e-04	  6.2839e+00	  6.5391e-03	  3.4858e-11	  3.2696e-03	
  1.1836e+03	 -7.3703e-04	  6.2839e+00	  6.5391e-03	  3.4858e-11	  3.2696e-03	
  1.1852e+03	 -7.2760e-04	  6.2839e+00	  6.5391e-03	  3.4858e-11	  3.2696e-03	
  1.1867e+03	 -7.1829e-04	  6.2839e+00	  6.5392e-03	  3.4857e-11	  3.2696e-03	
  1.1883e+03	 -7.0910e-04	  6.2839e+00	  6.5392e-03	  3.4857e-11	  3.2697e-03	
  1.1899e+03	 -7.0003e-04	  6.2839e+00	  6.5393e-03	  3.4857e-11	  3.2697e-03	
  1.1915e+03	 -6.9107e-04	  6.2839e+00	  6.5393e-03	  3.4857e-11	  3.2697e-03	
  1.1931e+03	 -6.8223e-04	  6.2839e+00	  6.5393e-03	  3.4857e-11	  3.2697e-03	
  1.1947e+03	 -6.7350e-04	  6.2839e+00	  6.5394e-03	  3.4856e-11	  3.2697e-03	
  1.1963e+03	 -6.6488e-04	  6.2839e+00	  6.5394e-03	  3.4856e-11	  3.2697e-03	
  1.1978e+03	 -6.5637e-04	  6.2839e+00	  6.5394e-03	  3.4856e-11	  3.2698e-03	
  1.1994e+03	 -6.4798e-04	  6.2839e+00	  6.5395e-03	  3.4856e-11	  3.2698e-03	
  1.2010e+03	 -6.3968e-04	  6.2839e+00	  6.5395e-03	  3.4856e-11	  3.2698e-03	
  1.2026e+03	 -6.3150e-04	  6.2839e+00	  6.5395e-03	  3.4855e-11	  3.2698e-03	
  1.2042e+03	 -6.2342e-04	  6.2839e+00	  6.5396e-03	  3.4855e-11	  3.2698e-03	
  1.2058e+03	 -6.1544e-04	  6.2839e+00	  6.5396e-03	  3.4855e-11	  3.2699e-03	
  1.2073e+03	 -6.0757e-04	  6.2839e+00	  6.5396e-03	  3.4855e-11	  3.2699e-03	
  1.2089e+03	 -5.9979e-04	  6.2839e+00	  6.5397e-03	  3.4855e-11	  3.2699e-03	
  1.2105e+03	 -5.9212e-04	  6.2839e+00	  6.5397e-03	  3.4855e-11	  3.2699e-03	
  1.2121e+03	 -5.8454e-04	  6.2839e+00	  6.5397e-03	  3.4854e-11	  3.2699e-03	
  1.2137e+03	 -5.7706e-04	  6.2839e+00	  6.5398e-03	  3.4854e-11	  3.2699e-03	
  1.2153e+03	 -5.6967e-04	  6.2839e+00	  6.5398e-03	  3.4854e-11	  3.2699e-03	
  1.2168e+03	 -5.6238e-04	  6.2839e+00	  6.5398e-03	  3.4854e-11	  3.2700e-03	
  1.2184e+03	 -5.5519e-04	  6.2839e+00	  6.5399e-03	  3.4854e-11	  3.2700e-03	
  1.2200e+03	 -5.4808e-04	  6.2839e+00	  6.5399e-03	  3.4854e-11	  3.2700e-03	
  1.2216e+03	 -5.4107e-04	  6.2839e+00	  6.5399e-03	  3.4853e-11	  3.2700e-03	
  1.2232e+03	 -5.3415e-04	  6.2839e+00	  6.5399e-03	  3.4853e-11	  3.2700e-03	
  1.2248e+03	 -5.2731e-04	  6.2839e+00	  6.5400e-03	  3.4853e-11	  3.2700e-03	
  1.2264e+03	 -5.2056e-04	  6.2839e+00	  6.5400e-03	  3.4853e-11	  3.2700e-03	
  1.2279e+03	 -5.1390e-04	  6.2839e+00	  6.5400e-03	  3.4853e-11	  3.2701e-03	
  1.2295e+03	 -5.0732e-04	  6.2839e+00	  6.5400e-03	  3.4853e-11	  3.2701e-03	
  1.2311e+03	 -5.0083e-04	  6.2839e+00	  6.5401e-03	  3.4852e-11	  3.2701e-03	
  1.2327e+03	 -4.9442e-04	  6.2839e+00	  6.5401e-03	  3.4852e-11	  3.2701e-03	
  1.2343e+03	 -4.8810e-04	  6.2839e+00	  6.5401e-03	  3.4852e-11	  3.2701e-03	
  1.2359e+03	 -4.8185e-04	  6.2839e+00	  6.5402e-03	  3.4852e-11	  3.2701e-03	
  1.2374e+03	 -4.7568e-04	  6.2839e+00	  6.5402e-03	  3.4852e-11	  3.2701e-03	
  1.2390e+03	 -4.6960e-04	  6.2839e+00	  6.5402e-03	  3.4852e-11	  3.2702e-03	
  1.2406e+03	 -4.6359e-04	  6.2839e+00	  6.5402e-03	  3.4852e-11	  3.2702e-03	
  1.2422e+03	 -4.5765e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2702e-03	
  1.2438e+03	 -4.5180e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2702e-03	
  1.2454e+03	 -4.4601e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2702e-03	
  1.2470e+03	 -4.4031e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2702e-03	
  1.2485e+03	 -4.3467e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2702e-03	
  1.2501e+03	 -4.2911e-04	  6.2839e+00	  6.5404e-03	  3.4851e-11	  3.2702e-03	
  1.2517e+03	 -4.2362e-04	  6.2839e+00	  6.5404e-03	  3.4851e-11	  3.2702e-03	
  1.2533e+03	 -4.1820e-04	  6.2839e+00	  6.5404e-03	  3.4851e-11	  3.2703e-03	
  1.2549e+03	 -4.1284e-04	  6.2839e+00	  6.5404e-03	  3.4850e-11	  3.2703e-03	
  1.2565e+03	 -4.0756e-04	  6.2839e+00	  6.5405e-03	  3.4850e-11	  3.2703e-03	
  1.2580e+03	 -4.0235e-04	  6.2839e+00	  6.5405e-03	  3.4850e-11	  3.2703e-03	
  1.2596e+03	 -3.9720e-04	  6.2839e+00	  6.5405e-03	  3.4850e-11	  3.2703e-03	
  1.2612e+03	 -3.9211e-04	  6.2839e+00	  6.5405e-03	  3.4850e-11	  3.2703e-03	
  1.2628e+03	 -3.8709e-04	  6.2839e+00	  6.5405e-03	  3.4850e-11	  3.2703e-03	
  1.2644e+03	 -3.8214e-04	  6.2839e+00	  6.5406e-03	  3.4850e-11	  3.2703e-03	
  1.2660e+03	 -3.7725e-04	  6.2839e+00	  6.5406e-03	  3.4850e-11	  3.2703e-03	
  1.2676e+03	 -3.7242e-04	  6.2839e+00	  6.5406e-03	  3.4850e-11	  3.2704e-03	
  1.2691e+03	 -3.6766e-04	  6.2839e+00	  6.5406e-03	  3.4849e-11	  3.2704e-03	
  1.2707e+03	 -3.6295e-04	  6.2839e+00	  6.5406e-03	  3.4849e-11	  3.2704e-03	
  1.2723e+03	 -3.5831e-04	  6.2839e+00	  6.5407e-03	  3.4849e-11	  3.2704e-03	
  1.2739e+03	 -3.5372e-04	  6.2839e+00	  6.5407e-03	  3.4849e-11	  3.2704e-03	
  1.2755e+03	 -3.4919e-04	  6.2839e+00	  6.5407e-03	  3.4849e-11	  3.2704e-03	
  1.2771e+03	 -3.4472e-04	  6.2839e+00	  6.5407e-03	  3.4849e-11	  3.2704e-03	
  1.2786e+03	 -3.4031e-04	  6.2839e+00	  6.5407e-03	  3.4849e-11	  3.2704e-03	
  1.2802e+03	 -3.3596e-04	  6.2839e+00	  6.5408e-03	  3.4849e-11	  3.2704e-03	
  1.2818e+03	 -3.3166e-04	  6.2839e+00	  6.5408e-03	  3.4849e-11	  3.2704e-03	
  1.2834e+03	 -3.2741e-04	  6.2839e+00	  6.5408e-03	  3.4848e-11	  3.2704e-03	
  1.2850e+03	 -3.2322e-04	  6.2839e+00	  6.5408e-03	  3.4848e-11	  3.2705e-03	
  1.2866e+03	 -3.1908e-04	  6.2839e+00	  6.5408e-03	  3.4848e-11	  3.2705e-03	
  1.2881e+03	 -3.1500e-04	  6.2839e+00	  6.5408e-03	  3.4848e-11	  3.2705e-03	
  1.2897e+03	 -3.1097e-04	  6.2839e+00	  6.5409e-03	  3.4848e-11	  3.2705e-03	
  1.2913e+03	 -3.0699e-04	  6.2839e+00	  6.5409e-03	  3.4848e-11	  3.2705e-03	
  1.2929e+03	 -3.0306e-04	  6.2839e+00	  6.5409e-03	  3.4848e-11	  3.2705e-03	
  1.2945e+03	 -2.9918e-04	  6.2839e+00	  6.5409e-03	  3.4848e-11	  3.2705e-03	
  1.2961e+03	 -2.9535e-04	  6.2839e+00	  6.5409e-03	  3.4848e-11	  3.2705e-03	
  1.2977e+03	 -2.9157e-04	  6.2839e+00	  6.5409e-03	  3.4848e-11	  3.2705e-03	
  1.2992e+03	 -2.8784e-04	  6.2839e+00	  6.5410e-03	  3.4848e-11	  3.2705e-03	
  1.3008e+03	 -2.8416e-04	  6.2839e+00	  6.5410e-03	  3.4848e-11	  3.2705e-03	
  1.3024e+03	 -2.8052e-04	  6.2839e+00	  6.5410e-03	  3.4847e-11	  3.2705e-03	
  1.3040e+03	 -2.7693e-04	  6.2839e+00	  6.5410e-03	  3.4847e-11	  3.2705e-03	
  1.3056e+03	 -2.7338e-04	  6.2839e+00	  6.5410e-03	  3.4847e-11	  3.2706e-03	
  1.3072e+03	 -2.6989e-04	  6.2839e+00	  6.5410e-03	  3.4847e-11	  3.2706e-03	
  1.3087e+03	 -2.6643e-04	  6.2839e+00	  6.5410e-03	  3.4847e-11	  3.2706e-03	
  1.3103e+03	 -2.6302e-04	  6.2839e+00	  6.5411e-03	  3.4847e-11	  3.2706e-03	
  1.3119e+03	 -2.5966e-04	  6.2839e+00	  6.5411e-03	  3.4847e-11	  3.2706e-03	
  1.3135e+03	 -2.5633e-04	  6.2839e+00	  6.5411e-03	  3.4847e-11	  3.2706e-03	
  1.3151e+03	 -2.5305e-04	  6.2839e+00	  6.5411e-03	  3.4847e-11	  3.2706e-03	
  1.3167e+03	 -2.4981e-04	  6.2840e+00	  6.5411e-03	  3.4847e-11	  3.2706e-03	
  1.3183e+03	 -2.4662e-04	  6.2840e+00	  6.5411e-03	  3.4847e-11	  3.2706e-03	
  1.3198e+03	 -2.4346e-04	  6.2840e+00	  6.5411e-03	  3.4847e-11	  3.2706e-03	
  1.3214e+03	 -2.4034e-04	  6.2840e+00	  6.5411e-03	  3.4847e-11	  3.2706e-03	
  1.3230e+03	 -2.3727e-04	  6.2840e+00	  6.5412e-03	  3.4846e-11	  3.2706e-03	
  1.3246e+03	 -2.3423e-04	  6.2840e+00	  6.5412e-03	  3.4846e-11	  3.2706e-03	
  1.3262e+03	 -2.3123e-04	  6.2840e+00	  6.5412e-03	  3.4846e-11	  3.2706e-03	
  1.3278e+03	 -2.2827e-04	  6.2840e+00	  6.5412e-03	  3.4846e-11	  3.2706e-03	
  1.3293e+03	 -2.2535e-04	  6.2840e+00	  6.5412e-03	  3.4846e-11	  3.2707e-03	
  1.3309e+03	 -2.2247e-04	  6.2840e+00	  6.5412e-03	  3.4846e-11	  3.2707e-03	
  1.3325e+03	 -2.1962e-04	  6.2840e+00	  6.5412e-03	  3.4846e-11	  3.2707e-03	
  1.3341e+03	 -2.1681e-04	  6.2840e+00	  6.5412e-03	  3.4846e-11	  3.2707e-03	
  1.3357e+03	 -2.1403e-04	  6.2840e+00	  6.5413e-03	  3.4846e-11	  3.2707e-03	
  1.3373e+03	 -2.1129e-04	  6.2840e+00	  6.5413e-03	  3.4846e-11	  3.2707e-03	
  1.3389e+03	 -2.0859e-04	  6.2840e+00	  6.5413e-03	  3.4846e-11	  3.2707e-03	
  1.3404e+03	 -2.0592e-04	  6.2840e+00	  6.5413e-03	  3.4846e-11	  3.2707e-03	
  1.3420e+03	 -2.0328e-04	  6.2840e+00	  6.5413e-03	  3.4846e-11	  3.2707e-03	
  1.3436e+03	 -2.0068e-04	  6.2840e+00	  6.5413e-03	  3.4846e-11	  3.2707e-03	
  1.3452e+03	 -1.9811e-04	  6.2840e+00	  6.5413e-03	  3.4846e-11	  3.2707e-03	
  1.3468e+03	 -1.9558e-04	  6.2840e+00	  6.5413e-03	  3.4845e-11	  3.2707e-03	
  1.3484e+03	 -1.9307e-04	  6.2840e+00	  6.5413e-03	  3.4845e-11	  3.2707e-03	
  1.3499e+03	 -1.9060e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2707e-03	
  1.3515e+03	 -1.8816e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2707e-03	
  1.3531e+03	 -1.8575e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2707e-03	
  1.3547e+03	 -1.8338e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2707e-03	
  1.3563e+03	 -1.8103e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2707e-03	
  1.3579e+03	 -1.7871e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2708e-03	
  1.3594e+03	 -1.7643e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2708e-03	
  1.3610e+03	 -1.7417e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2708e-03	
  1.3626e+03	 -1.7194e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2708e-03	
  1.3642e+03	 -1.6974e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2708e-03	
  1.3658e+03	 -1.6756e-04	  6.2840e+00	  6.5414e-03	  3.4845e-11	  3.2708e-03	
  1.3674e+03	 -1.6542e-04	  6.2840e+00	  6.5415e-03	  3.4845e-11	  3.2708e-03	
  1.3690e+03	 -1.6330e-04	  6.2840e+00	  6.5415e-03	  3.4845e-11	  3.2708e-03	
  1.3705e+03	 -1.6121e-04	  6.2840e+00	  6.5415e-03	  3.4845e-11	  3.2708e-03	
  1.3721e+03	 -1.5915e-04	  6.2840e+00	  6.5415e-03	  3.4845e-11	  3.2708e-03	
  1.3737e+03	 -1.5711e-04	  6.2840e+00	  6.5415e-03	  3.4845e-11	  3.2708e-03	
  1.3753e+03	 -1.5510e-04	  6.2840e+00	  6.5415e-03	  3.4845e-11	  3.2708e-03	
  1.3769e+03	 -1.5312e-04	  6.2840e+00	  6.5415e-03	  3.4845e-11	  3.2708e-03	
  1.3785e+03	 -1.5116e-04	  6.2840e+00	  6.5415e-03	  3.4844e-11	  3.2708e-03	
  1.3800e+03	 -1.4922e-04	  6.2840e+00	  6.5415e-03	  3.4844e-11	  3.2708e-03	
  1.3816e+03	 -1.4731e-04	  6.2840e+00	  6.5415e-03	  3.4844e-11	  3.2708e-03	
  1.3832e+03	 -1.4543e-04	  6.2840e+00	  6.5415e-03	  3.4844e-11	  3.2708e-03	
  1.3848e+03	 -1.4356e-04	  6.2840e+00	  6.5415e-03	  3.4844e-11	  3.2708e-03	
  1.3864e+03	 -1.4173e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2708e-03	
  1.3880e+03	 -1.3991e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2708e-03	
  1.3896e+03	 -1.3812e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2708e-03	
  1.3911e+03	 -1.3635e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2708e-03	
  1.3927e+03	 -1.3461e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2708e-03	
  1.3943e+03	 -1.3288e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2708e-03	
  1.3959e+03	 -1.3118e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2708e-03	
  1.3975e+03	 -1.2950e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2709e-03	
  1.3991e+03	 -1.2785e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2709e-03	
  1.4006e+03	 -1.2621e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2709e-03	
  1.4022e+03	 -1.2460e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2709e-03	
  1.4038e+03	 -1.2300e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2709e-03	
  1.4054e+03	 -1.2143e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2709e-03	
  1.4070e+03	 -1.1987e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2709e-03	
