  Time(year)	  SI(Albite)	          pH	    Tot_SiO2	      Tot_Al	      TOT_Na	
  1.4086e+03	 -1.1834e-04	  6.2840e+00	  6.5416e-03	  3.4844e-11	  3.2709e-03	
  1.4102e+03	 -1.1682e-04	  6.2840e+00	  6.5417e-03	  3.4844e-11	  3.2709e-03	
  1.4117e+03	 -1.1533e-04	  6.2840e+00	  6.5417e-03	  3.4844e-11	  3.2709e-03	
  1.4133e+03	 -1.1385e-04	  6.2840e+00	  6.5417e-03	  3.4844e-11	  3.2709e-03	
  1.4149e+03	 -1.1239e-04	  6.2840e+00	  6.5417e-03	  3.4844e-11	  3.2709e-03	
  1.4165e+03	 -1.1096e-04	  6.2840e+00	  6.5417e-03	  3.4844e-11	  3.2709e-03	
  1.4181e+03	 -1.0953e-04	  6.2840e+00	  6.5417e-03	  3.4844e-11	  3.2709e-03	
  1.4197e+03	 -1.0813e-04	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4212e+03	 -1.0675e-04	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4228e+03	 -1.0538e-04	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4244e+03	 -1.0403e-04	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4260e+03	 -1.0270e-04	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4276e+03	 -1.0139e-04	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4292e+03	 -1.0009e-04	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4307e+03	 -9.8808e-05	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4323e+03	 -9.7543e-05	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4339e+03	 -9.6295e-05	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4355e+03	 -9.5062e-05	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4371e+03	 -9.3845e-05	  6.2840e+00	  6.5417e-03	  3.4843e-11	  3.2709e-03	
  1.4387e+03	 -9.2644e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4403e+03	 -9.1458e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4418e+03	 -9.0288e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4434e+03	 -8.9132e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4450e+03	 -8.7991e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4466e+03	 -8.6865e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4482e+03	 -8.5753e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4498e+03	 -8.4655e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4513e+03	 -8.3571e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4529e+03	 -8.2502e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2709e-03	
  1.4545e+03	 -8.1446e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4561e+03	 -8.0403e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4577e+03	 -7.9374e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4593e+03	 -7.8358e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4609e+03	 -7.7355e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4624e+03	 -7.6365e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4640e+03	 -7.5387e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4656e+03	 -7.4422e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4672e+03	 -7.3470e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4688e+03	 -7.2529e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4704e+03	 -7.1601e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4719e+03	 -7.0684e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4735e+03	 -6.9779e-05	  6.2840e+00	  6.5418e-03	  3.4843e-11	  3.2710e-03	
  1.4751e+03	 -6.8886e-05	  6.2840e+00	  6.5419e-03	  3.4843e-11	  3.2710e-03	
  1.4767e+03	 -6.8004e-05	  6.2840e+00	  6.5419e-03	  3.4843e-11	  3.2710e-03	
  1.4783e+03	 -6.7134e-05	  6.2840e+00	  6.5419e-03	  3.4843e-11	  3.2710e-03	
  1.4799e+03	 -6.6275e-05	  6.2840e+00	  6.5419e-03	  3.4843e-11	  3.2710e-03	
  1.4814e+03	 -6.5426e-05	  6.2840e+00	  6.5419e-03	  3.4843e-11	  3.2710e-03	
  1.4830e+03	 -6.4589e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4846e+03	 -6.3762e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4862e+03	 -6.2946e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4878e+03	 -6.2140e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4894e+03	 -6.1345e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4910e+03	 -6.0559e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4925e+03	 -5.9784e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4941e+03	 -5.9019e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4957e+03	 -5.8263e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4973e+03	 -5.7518e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.4989e+03	 -5.6781e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5005e+03	 -5.6055e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5020e+03	 -5.5337e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5036e+03	 -5.4629e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5052e+03	 -5.3929e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5068e+03	 -5.3239e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5084e+03	 -5.2558e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5100e+03	 -5.1885e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5116e+03	 -5.1221e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5131e+03	 -5.0565e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5147e+03	 -4.9918e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5163e+03	 -4.9279e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5179e+03	 -4.8648e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5195e+03	 -4.8025e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5211e+03	 -4.7410e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5226e+03	 -4.6804e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5242e+03	 -4.6204e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5258e+03	 -4.5613e-05	  6.2840e+00	  6.5419e-03	  3.4842e-11	  3.2710e-03	
  1.5274e+03	 -4.5029e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5290e+03	 -4.4453e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5306e+03	 -4.3884e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5322e+03	 -4.3322e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5337e+03	 -4.2767e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5353e+03	 -4.2220e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5369e+03	 -4.1680e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5385e+03	 -4.1146e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5401e+03	 -4.0619e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5417e+03	 -4.0099e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5432e+03	 -3.9586e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5448e+03	 -3.9079e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5464e+03	 -3.8579e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5480e+03	 -3.8085e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5496e+03	 -3.7598e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5512e+03	 -3.7116e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5527e+03	 -3.6641e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5543e+03	 -3.6172e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5559e+03	 -3.5709e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5575e+03	 -3.5252e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5591e+03	 -3.4801e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5607e+03	 -3.4355e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5623e+03	 -3.3916e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5638e+03	 -3.3481e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5654e+03	 -3.3053e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2710e-03	
  1.5670e+03	 -3.2630e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5686e+03	 -3.2212e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5702e+03	 -3.1800e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5718e+03	 -3.1393e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5733e+03	 -3.0991e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5749e+03	 -3.0594e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5765e+03	 -3.0203e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5781e+03	 -2.9816e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5797e+03	 -2.9434e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5813e+03	 -2.9057e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5829e+03	 -2.8686e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
  1.5844e+03	 -2.8318e-05	  6.2840e+00	  6.5420e-03	  3.4842e-11	  3.2711e-03	
