  Time(year)	  SI(Albite)	          pH	    Tot_SiO2	      Tot_Al	      TOT_Na	
  4.7058e+02	 -2.1172e-01	  6.2479e+00	  5.7164e-03	  4.0225e-11	  2.8582e-03	
  4.7216e+02	 -2.0932e-01	  6.2483e+00	  5.7252e-03	  4.0158e-11	  2.8626e-03	
  4.7375e+02	 -2.0695e-01	  6.2486e+00	  5.7340e-03	  4.0091e-11	  2.8670e-03	
  4.7533e+02	 -2.0460e-01	  6.2490e+00	  5.7427e-03	  4.0026e-11	  2.8713e-03	
  4.7692e+02	 -2.0228e-01	  6.2494e+00	  5.7513e-03	  3.9961e-11	  2.8757e-03	
  4.7850e+02	 -1.9998e-01	  6.2498e+00	  5.7598e-03	  3.9897e-11	  2.8799e-03	
  4.8008e+02	 -1.9770e-01	  6.2501e+00	  5.7683e-03	  3.9833e-11	  2.8841e-03	
  4.8167e+02	 -1.9544e-01	  6.2505e+00	  5.7767e-03	  3.9771e-11	  2.8883e-03	
  4.8325e+02	 -1.9321e-01	  6.2509e+00	  5.7850e-03	  3.9709e-11	  2.8925e-03	
  4.8484e+02	 -1.9101e-01	  6.2512e+00	  5.7932e-03	  3.9648e-11	  2.8966e-03	
  4.8642e+02	 -1.8882e-01	  6.2516e+00	  5.8013e-03	  3.9588e-11	  2.9007e-03	
  4.8801e+02	 -1.8666e-01	  6.2519e+00	  5.8094e-03	  3.9529e-11	  2.9047e-03	
  4.8959e+02	 -1.8452e-01	  6.2523e+00	  5.8174e-03	  3.9470e-11	  2.9087e-03	
  4.9118e+02	 -1.8240e-01	  6.2526e+00	  5.8253e-03	  3.9412e-11	  2.9127e-03	
  4.9276e+02	 -1.8031e-01	  6.2530e+00	  5.8332e-03	  3.9355e-11	  2.9166e-03	
  4.9434e+02	 -1.7823e-01	  6.2533e+00	  5.8410e-03	  3.9298e-11	  2.9205e-03	
  4.9593e+02	 -1.7618e-01	  6.2536e+00	  5.8487e-03	  3.9242e-11	  2.9243e-03	
  4.9751e+02	 -1.7415e-01	  6.2540e+00	  5.8563e-03	  3.9187e-11	  2.9282e-03	
  4.9910e+02	 -1.7214e-01	  6.2543e+00	  5.8639e-03	  3.9133e-11	  2.9319e-03	
  5.0068e+02	 -1.7015e-01	  6.2546e+00	  5.8714e-03	  3.9079e-11	  2.9357e-03	
  5.0227e+02	 -1.6819e-01	  6.2549e+00	  5.8788e-03	  3.9026e-11	  2.9394e-03	
  5.0385e+02	 -1.6624e-01	  6.2553e+00	  5.8861e-03	  3.8973e-11	  2.9431e-03	
  5.0544e+02	 -1.6432e-01	  6.2556e+00	  5.8934e-03	  3.8921e-11	  2.9467e-03	
  5.0702e+02	 -1.6241e-01	  6.2559e+00	  5.9006e-03	  3.8870e-11	  2.9503e-03	
  5.0860e+02	 -1.6053e-01	  6.2562e+00	  5.9078e-03	  3.8820e-11	  2.9539e-03	
  5.1019e+02	 -1.5866e-01	  6.2565e+00	  5.9148e-03	  3.8770e-11	  2.9574e-03	
  5.1177e+02	 -1.5682e-01	  6.2568e+00	  5.9218e-03	  3.8720e-11	  2.9609e-03	
  5.1336e+02	 -1.5499e-01	  6.2571e+00	  5.9288e-03	  3.8672e-11	  2.9644e-03	
  5.1494e+02	 -1.5318e-01	  6.2574e+00	  5.9356e-03	  3.8624e-11	  2.9678e-03	
  5.1653e+02	 -1.5140e-01	  6.2577e+00	  5.9424e-03	  3.8576e-11	  2.9712e-03	
  5.1811e+02	 -1.4963e-01	  6.2580e+00	  5.9492e-03	  3.8529e-11	  2.9746e-03	
  5.1970e+02	 -1.4788e-01	  6.2583e+00	  5.9558e-03	  3.8483e-11	  2.9779e-03	
  5.2128e+02	 -1.4614e-01	  6.2586e+00	  5.9625e-03	  3.8437e-11	  2.9812e-03	
  5.2286e+02	 -1.4443e-01	  6.2589e+00	  5.9690e-03	  3.8392e-11	  2.9845e-03	
  5.2445e+02	 -1.4273e-01	  6.2592e+00	  5.9755e-03	  3.8347e-11	  2.9877e-03	
  5.2603e+02	 -1.4106e-01	  6.2594e+00	  5.9819e-03	  3.8303e-11	  2.9910e-03	
  5.2762e+02	 -1.3940e-01	  6.2597e+00	  5.9883e-03	  3.8259e-11	  2.9941e-03	
  5.2920e+02	 -1.3776e-01	  6.2600e+00	  5.9945e-03	  3.8216e-11	  2.9973e-03	
  5.3079e+02	 -1.3613e-01	  6.2603e+00	  6.0008e-03	  3.8174e-11	  3.0004e-03	
  5.3237e+02	 -1.3453e-01	  6.2605e+00	  6.0069e-03	  3.8132e-11	  3.0035e-03	
  5.3396e+02	 -1.3294e-01	  6.2608e+00	  6.0130e-03	  3.8090e-11	  3.0065e-03	
  5.3554e+02	 -1.3137e-01	  6.2611e+00	  6.0191e-03	  3.8050e-11	  3.0095e-03	
  5.3712e+02	 -1.2982e-01	  6.2613e+00	  6.0251e-03	  3.8009e-11	  3.0125e-03	
  5.3871e+02	 -1.2828e-01	  6.2616e+00	  6.0310e-03	  3.7969e-11	  3.0155e-03	
  5.4029e+02	 -1.2676e-01	  6.2618e+00	  6.0368e-03	  3.7930e-11	  3.0184e-03	
  5.4188e+02	 -1.2526e-01	  6.2621e+00	  6.0426e-03	  3.7891e-11	  3.0213e-03	
  5.4346e+02	 -1.2378e-01	  6.2623e+00	  6.0484e-03	  3.7852e-11	  3.0242e-03	
  5.4505e+02	 -1.2231e-01	  6.2626e+00	  6.0540e-03	  3.7815e-11	  3.0270e-03	
  5.4663e+02	 -1.2085e-01	  6.2628e+00	  6.0597e-03	  3.7777e-11	  3.0298e-03	
  5.4822e+02	 -1.1942e-01	  6.2631e+00	  6.0652e-03	  3.7740e-11	  3.0326e-03	
  5.4980e+02	 -1.1800e-01	  6.2633e+00	  6.0707e-03	  3.7703e-11	  3.0354e-03	
  5.5138e+02	 -1.1659e-01	  6.2636e+00	  6.0762e-03	  3.7667e-11	  3.0381e-03	
  5.5297e+02	 -1.1520e-01	  6.2638e+00	  6.0816e-03	  3.7632e-11	  3.0408e-03	
  5.5455e+02	 -1.1383e-01	  6.2640e+00	  6.0869e-03	  3.7597e-11	  3.0434e-03	
  5.5614e+02	 -1.1247e-01	  6.2643e+00	  6.0922e-03	  3.7562e-11	  3.0461e-03	
  5.5772e+02	 -1.1113e-01	  6.2645e+00	  6.0974e-03	  3.7527e-11	  3.0487e-03	
  5.5931e+02	 -1.0980e-01	  6.2647e+00	  6.1026e-03	  3.7494e-11	  3.0513e-03	
  5.6089e+02	 -1.0848e-01	  6.2649e+00	  6.1077e-03	  3.7460e-11	  3.0538e-03	
  5.6248e+02	 -1.0719e-01	  6.2652e+00	  6.1127e-03	  3.7427e-11	  3.0564e-03	
  5.6406e+02	 -1.0590e-01	  6.2654e+00	  6.1177e-03	  3.7394e-11	  3.0589e-03	
  5.6564e+02	 -1.0463e-01	  6.2656e+00	  6.1227e-03	  3.7362e-11	  3.0613e-03	
  5.6723e+02	 -1.0338e-01	  6.2658e+00	  6.1276e-03	  3.7330e-11	  3.0638e-03	
  5.6881e+02	 -1.0214e-01	  6.2660e+00	  6.1324e-03	  3.7299e-11	  3.0662e-03	
  5.7040e+02	 -1.0091e-01	  6.2662e+00	  6.1372e-03	  3.7268e-11	  3.0686e-03	
  5.7198e+02	 -9.9696e-02	  6.2664e+00	  6.1420e-03	  3.7237e-11	  3.0710e-03	
  5.7357e+02	 -9.8497e-02	  6.2666e+00	  6.1467e-03	  3.7207e-11	  3.0733e-03	
  5.7515e+02	 -9.7311e-02	  6.2669e+00	  6.1513e-03	  3.7177e-11	  3.0757e-03	
  5.7674e+02	 -9.6139e-02	  6.2671e+00	  6.1559e-03	  3.7148e-11	  3.0779e-03	
  5.7832e+02	 -9.4981e-02	  6.2673e+00	  6.1604e-03	  3.7119e-11	  3.0802e-03	
  5.7990e+02	 -9.3835e-02	  6.2674e+00	  6.1649e-03	  3.7090e-11	  3.0825e-03	
  5.8149e+02	 -9.2703e-02	  6.2676e+00	  6.1694e-03	  3.7061e-11	  3.0847e-03	
  5.8307e+02	 -9.1583e-02	  6.2678e+00	  6.1738e-03	  3.7033e-11	  3.0869e-03	
  5.8466e+02	 -9.0477e-02	  6.2680e+00	  6.1781e-03	  3.7006e-11	  3.0891e-03	
  5.8624e+02	 -8.9383e-02	  6.2682e+00	  6.1824e-03	  3.6978e-11	  3.0912e-03	
  5.8783e+02	 -8.8301e-02	  6.2684e+00	  6.1867e-03	  3.6951e-11	  3.0933e-03	
  5.8941e+02	 -8.7232e-02	  6.2686e+00	  6.1909e-03	  3.6925e-11	  3.0954e-03	
  5.9100e+02	 -8.6176e-02	  6.2688e+00	  6.1950e-03	  3.6898e-11	  3.0975e-03	
  5.9258e+02	 -8.5131e-02	  6.2689e+00	  6.1992e-03	  3.6872e-11	  3.0996e-03	
  5.9416e+02	 -8.4099e-02	  6.2691e+00	  6.2032e-03	  3.6847e-11	  3.1016e-03	
  5.9575e+02	 -8.3079e-02	  6.2693e+00	  6.2073e-03	  3.6821e-11	  3.1036e-03	
  5.9733e+02	 -8.2070e-02	  6.2695e+00	  6.2112e-03	  3.6796e-11	  3.1056e-03	
  5.9892e+02	 -8.1073e-02	  6.2696e+00	  6.2152e-03	  3.6771e-11	  3.1076e-03	
  6.0050e+02	 -8.0087e-02	  6.2698e+00	  6.2191e-03	  3.6747e-11	  3.1095e-03	
  6.0209e+02	 -7.9113e-02	  6.2700e+00	  6.2229e-03	  3.6723e-11	  3.1115e-03	
  6.0367e+02	 -7.8151e-02	  6.2702e+00	  6.2267e-03	  3.6699e-11	  3.1134e-03	
  6.0526e+02	 -7.7199e-02	  6.2703e+00	  6.2305e-03	  3.6676e-11	  3.1152e-03	
  6.0684e+02	 -7.6259e-02	  6.2705e+00	  6.2342e-03	  3.6652e-11	  3.1171e-03	
  6.0842e+02	 -7.5329e-02	  6.2706e+00	  6.2379e-03	  3.6630e-11	  3.1189e-03	
  6.1001e+02	 -7.4411e-02	  6.2708e+00	  6.2415e-03	  3.6607e-11	  3.1208e-03	
  6.1159e+02	 -7.3503e-02	  6.2710e+00	  6.2451e-03	  3.6585e-11	  3.1226e-03	
  6.1318e+02	 -7.2606e-02	  6.2711e+00	  6.2487e-03	  3.6562e-11	  3.1243e-03	
  6.1476e+02	 -7.1719e-02	  6.2713e+00	  6.2522e-03	  3.6541e-11	  3.1261e-03	
  6.1635e+02	 -7.0842e-02	  6.2714e+00	  6.2557e-03	  3.6519e-11	  3.1278e-03	
  6.1793e+02	 -6.9976e-02	  6.2716e+00	  6.2591e-03	  3.6498e-11	  3.1296e-03	
  6.1952e+02	 -6.9120e-02	  6.2717e+00	  6.2625e-03	  3.6477e-11	  3.1313e-03	
  6.2110e+02	 -6.8274e-02	  6.2719e+00	  6.2659e-03	  3.6456e-11	  3.1329e-03	
  6.2268e+02	 -6.7438e-02	  6.2720e+00	  6.2692e-03	  3.6436e-11	  3.1346e-03	
  6.2427e+02	 -6.6612e-02	  6.2722e+00	  6.2725e-03	  3.6416e-11	  3.1363e-03	
  6.2585e+02	 -6.5796e-02	  6.2723e+00	  6.2758e-03	  3.6396e-11	  3.1379e-03	
  6.2744e+02	 -6.4989e-02	  6.2724e+00	  6.2790e-03	  3.6376e-11	  3.1395e-03	
  6.2902e+02	 -6.4192e-02	  6.2726e+00	  6.2821e-03	  3.6357e-11	  3.1411e-03	
  6.3061e+02	 -6.3404e-02	  6.2727e+00	  6.2853e-03	  3.6337e-11	  3.1426e-03	
  6.3219e+02	 -6.2625e-02	  6.2729e+00	  6.2884e-03	  3.6318e-11	  3.1442e-03	
  6.3378e+02	 -6.1856e-02	  6.2730e+00	  6.2915e-03	  3.6300e-11	  3.1457e-03	
  6.3536e+02	 -6.1096e-02	  6.2731e+00	  6.2945e-03	  3.6281e-11	  3.1472e-03	
  6.3694e+02	 -6.0345e-02	  6.2733e+00	  6.2975e-03	  3.6263e-11	  3.1487e-03	
  6.3853e+02	 -5.9603e-02	  6.2734e+00	  6.3004e-03	  3.6245e-11	  3.1502e-03	
  6.4011e+02	 -5.8869e-02	  6.2735e+00	  6.3034e-03	  3.6227e-11	  3.1517e-03	
  6.4170e+02	 -5.8144e-02	  6.2736e+00	  6.3063e-03	  3.6210e-11	  3.1531e-03	
  6.4328e+02	 -5.7428e-02	  6.2738e+00	  6.3091e-03	  3.6192e-11	  3.1546e-03	
  6.4487e+02	 -5.6721e-02	  6.2739e+00	  6.3120e-03	  3.6175e-11	  3.1560e-03	
  6.4645e+02	 -5.6021e-02	  6.2740e+00	  6.3148e-03	  3.6158e-11	  3.1574e-03	
  6.4804e+02	 -5.5331e-02	  6.2741e+00	  6.3175e-03	  3.6141e-11	  3.1588e-03	
  6.4962e+02	 -5.4648e-02	  6.2743e+00	  6.3203e-03	  3.6125e-11	  3.1601e-03	
  6.5120e+02	 -5.3974e-02	  6.2744e+00	  6.3230e-03	  3.6109e-11	  3.1615e-03	
  6.5279e+02	 -5.3307e-02	  6.2745e+00	  6.3256e-03	  3.6093e-11	  3.1628e-03	
  6.5437e+02	 -5.2649e-02	  6.2746e+00	  6.3283e-03	  3.6077e-11	  3.1641e-03	
  6.5596e+02	 -5.1998e-02	  6.2747e+00	  6.3309e-03	  3.6061e-11	  3.1654e-03	
  6.5754e+02	 -5.1356e-02	  6.2748e+00	  6.3335e-03	  3.6046e-11	  3.1667e-03	
  6.5913e+02	 -5.0721e-02	  6.2749e+00	  6.3360e-03	  3.6030e-11	  3.1680e-03	
  6.6071e+02	 -5.0093e-02	  6.2751e+00	  6.3385e-03	  3.6015e-11	  3.1693e-03	
  6.6230e+02	 -4.9473e-02	  6.2752e+00	  6.3410e-03	  3.6000e-11	  3.1705e-03	
  6.6388e+02	 -4.8861e-02	  6.2753e+00	  6.3435e-03	  3.5986e-11	  3.1717e-03	
  6.6546e+02	 -4.8256e-02	  6.2754e+00	  6.3459e-03	  3.5971e-11	  3.1729e-03	
  6.6705e+02	 -4.7658e-02	  6.2755e+00	  6.3483e-03	  3.5957e-11	  3.1741e-03	
  6.6863e+02	 -4.7068e-02	  6.2756e+00	  6.3507e-03	  3.5943e-11	  3.1753e-03	
  6.7022e+02	 -4.6484e-02	  6.2757e+00	  6.3530e-03	  3.5929e-11	  3.1765e-03	
  6.7180e+02	 -4.5908e-02	  6.2758e+00	  6.3553e-03	  3.5915e-11	  3.1777e-03	
  6.7339e+02	 -4.5338e-02	  6.2759e+00	  6.3576e-03	  3.5901e-11	  3.1788e-03	
  6.7497e+02	 -4.4776e-02	  6.2760e+00	  6.3599e-03	  3.5888e-11	  3.1799e-03	
  6.7656e+02	 -4.4220e-02	  6.2761e+00	  6.3621e-03	  3.5875e-11	  3.1811e-03	
  6.7814e+02	 -4.3671e-02	  6.2762e+00	  6.3643e-03	  3.5861e-11	  3.1822e-03	
  6.7972e+02	 -4.3128e-02	  6.2763e+00	  6.3665e-03	  3.5848e-11	  3.1833e-03	
  6.8131e+02	 -4.2592e-02	  6.2764e+00	  6.3687e-03	  3.5836e-11	  3.1843e-03	
  6.8289e+02	 -4.2063e-02	  6.2765e+00	  6.3708e-03	  3.5823e-11	  3.1854e-03	
  6.8448e+02	 -4.1540e-02	  6.2766e+00	  6.3729e-03	  3.5811e-11	  3.1865e-03	
  6.8606e+02	 -4.1024e-02	  6.2767e+00	  6.3750e-03	  3.5798e-11	  3.1875e-03	
  6.8765e+02	 -4.0513e-02	  6.2767e+00	  6.3771e-03	  3.5786e-11	  3.1885e-03	
  6.8923e+02	 -4.0009e-02	  6.2768e+00	  6.3791e-03	  3.5774e-11	  3.1895e-03	
  6.9082e+02	 -3.9511e-02	  6.2769e+00	  6.3811e-03	  3.5762e-11	  3.1906e-03	
  6.9240e+02	 -3.9019e-02	  6.2770e+00	  6.3831e-03	  3.5751e-11	  3.1915e-03	
  6.9398e+02	 -3.8533e-02	  6.2771e+00	  6.3851e-03	  3.5739e-11	  3.1925e-03	
  6.9557e+02	 -3.8053e-02	  6.2772e+00	  6.3870e-03	  3.5728e-11	  3.1935e-03	
  6.9715e+02	 -3.7579e-02	  6.2773e+00	  6.3889e-03	  3.5716e-11	  3.1945e-03	
  6.9874e+02	 -3.7110e-02	  6.2773e+00	  6.3908e-03	  3.5705e-11	  3.1954e-03	
  7.0032e+02	 -3.6648e-02	  6.2774e+00	  6.3927e-03	  3.5694e-11	  3.1963e-03	
  7.0191e+02	 -3.6190e-02	  6.2775e+00	  6.3945e-03	  3.5683e-11	  3.1973e-03	
  7.0349e+02	 -3.5739e-02	  6.2776e+00	  6.3963e-03	  3.5673e-11	  3.1982e-03	
  7.0508e+02	 -3.5293e-02	  6.2777e+00	  6.3981e-03	  3.5662e-11	  3.1991e-03	
  7.0666e+02	 -3.4852e-02	  6.2777e+00	  6.3999e-03	  3.5652e-11	  3.2000e-03	
  7.0824e+02	 -3.4417e-02	  6.2778e+00	  6.4017e-03	  3.5641e-11	  3.2008e-03	
  7.0983e+02	 -3.3987e-02	  6.2779e+00	  6.4034e-03	  3.5631e-11	  3.2017e-03	
  7.1141e+02	 -3.3563e-02	  6.2780e+00	  6.4051e-03	  3.5621e-11	  3.2026e-03	
  7.1300e+02	 -3.3143e-02	  6.2781e+00	  6.4068e-03	  3.5611e-11	  3.2034e-03	
  7.1458e+02	 -3.2729e-02	  6.2781e+00	  6.4085e-03	  3.5601e-11	  3.2043e-03	
  7.1617e+02	 -3.2320e-02	  6.2782e+00	  6.4102e-03	  3.5592e-11	  3.2051e-03	
  7.1775e+02	 -3.1916e-02	  6.2783e+00	  6.4118e-03	  3.5582e-11	  3.2059e-03	
  7.1933e+02	 -3.1515e-02	  6.2783e+00	  6.4134e-03	  3.5573e-11	  3.2067e-03	
  7.2092e+02	 -3.1119e-02	  6.2784e+00	  6.4150e-03	  3.5564e-11	  3.2075e-03	
  7.2250e+02	 -3.0729e-02	  6.2785e+00	  6.4166e-03	  3.5554e-11	  3.2083e-03	
  7.2409e+02	 -3.0343e-02	  6.2786e+00	  6.4182e-03	  3.5545e-11	  3.2091e-03	
  7.2567e+02	 -2.9961e-02	  6.2786e+00	  6.4197e-03	  3.5536e-11	  3.2099e-03	
  7.2726e+02	 -2.9585e-02	  6.2787e+00	  6.4213e-03	  3.5527e-11	  3.2106e-03	
  7.2884e+02	 -2.9213e-02	  6.2788e+00	  6.4228e-03	  3.5519e-11	  3.2114e-03	
  7.3043e+02	 -2.8846e-02	  6.2788e+00	  6.4243e-03	  3.5510e-11	  3.2121e-03	
  7.3201e+02	 -2.8483e-02	  6.2789e+00	  6.4257e-03	  3.5501e-11	  3.2129e-03	
  7.3359e+02	 -2.8124e-02	  6.2789e+00	  6.4272e-03	  3.5493e-11	  3.2136e-03	
  7.3518e+02	 -2.7771e-02	  6.2790e+00	  6.4286e-03	  3.5485e-11	  3.2143e-03	
  7.3676e+02	 -2.7421e-02	  6.2791e+00	  6.4300e-03	  3.5476e-11	  3.2150e-03	
  7.3835e+02	 -2.7076e-02	  6.2791e+00	  6.4314e-03	  3.5468e-11	  3.2157e-03	
  7.3993e+02	 -2.6735e-02	  6.2792e+00	  6.4328e-03	  3.5460e-11	  3.2164e-03	
  7.4152e+02	 -2.6398e-02	  6.2793e+00	  6.4342e-03	  3.5452e-11	  3.2171e-03	
  7.4310e+02	 -2.6066e-02	  6.2793e+00	  6.4355e-03	  3.5445e-11	  3.2178e-03	
  7.4469e+02	 -2.5738e-02	  6.2794e+00	  6.4369e-03	  3.5437e-11	  3.2184e-03	
  7.4627e+02	 -2.5413e-02	  6.2794e+00	  6.4382e-03	  3.5429e-11	  3.2191e-03	
  7.4785e+02	 -2.5093e-02	  6.2795e+00	  6.4395e-03	  3.5422e-11	  3.2197e-03	
  7.4944e+02	 -2.4777e-02	  6.2795e+00	  6.4408e-03	  3.5414e-11	  3.2204e-03	
  7.5102e+02	 -2.4464e-02	  6.2796e+00	  6.4421e-03	  3.5407e-11	  3.2210e-03	
  7.5261e+02	 -2.4156e-02	  6.2797e+00	  6.4433e-03	  3.5400e-11	  3.2217e-03	
  7.5419e+02	 -2.3851e-02	  6.2797e+00	  6.4445e-03	  3.5393e-11	  3.2223e-03	
  7.5578e+02	 -2.3550e-02	  6.2798e+00	  6.4458e-03	  3.5386e-11	  3.2229e-03	
  7.5736e+02	 -2.3253e-02	  6.2798e+00	  6.4470e-03	  3.5379e-11	  3.2235e-03	
  7.5895e+02	 -2.2960e-02	  6.2799e+00	  6.4482e-03	  3.5372e-11	  3.2241e-03	
  7.6053e+02	 -2.2670e-02	  6.2799e+00	  6.4494e-03	  3.5365e-11	  3.2247e-03	
  7.6211e+02	 -2.2384e-02	  6.2800e+00	  6.4505e-03	  3.5358e-11	  3.2253e-03	
  7.6370e+02	 -2.2101e-02	  6.2800e+00	  6.4517e-03	  3.5352e-11	  3.2258e-03	
  7.6528e+02	 -2.1822e-02	  6.2801e+00	  6.4528e-03	  3.5345e-11	  3.2264e-03	
  7.6687e+02	 -2.1546e-02	  6.2801e+00	  6.4539e-03	  3.5339e-11	  3.2270e-03	
  7.6845e+02	 -2.1274e-02	  6.2802e+00	  6.4550e-03	  3.5332e-11	  3.2275e-03	
  7.7004e+02	 -2.1005e-02	  6.2802e+00	  6.4561e-03	  3.5326e-11	  3.2281e-03	
  7.7162e+02	 -2.0740e-02	  6.2803e+00	  6.4572e-03	  3.5320e-11	  3.2286e-03	
  7.7321e+02	 -2.0478e-02	  6.2803e+00	  6.4583e-03	  3.5314e-11	  3.2291e-03	
  7.7479e+02	 -2.0219e-02	  6.2804e+00	  6.4593e-03	  3.5308e-11	  3.2297e-03	
  7.7637e+02	 -1.9963e-02	  6.2804e+00	  6.4604e-03	  3.5302e-11	  3.2302e-03	
  7.7796e+02	 -1.9711e-02	  6.2804e+00	  6.4614e-03	  3.5296e-11	  3.2307e-03	
  7.7954e+02	 -1.9462e-02	  6.2805e+00	  6.4624e-03	  3.5290e-11	  3.2312e-03	
  7.8113e+02	 -1.9216e-02	  6.2805e+00	  6.4634e-03	  3.5284e-11	  3.2317e-03	
  7.8271e+02	 -1.8972e-02	  6.2806e+00	  6.4644e-03	  3.5279e-11	  3.2322e-03	
  7.8430e+02	 -1.8732e-02	  6.2806e+00	  6.4654e-03	  3.5273e-11	  3.2327e-03	
  7.8588e+02	 -1.8495e-02	  6.2807e+00	  6.4664e-03	  3.5268e-11	  3.2332e-03	
  7.8747e+02	 -1.8261e-02	  6.2807e+00	  6.4673e-03	  3.5262e-11	  3.2337e-03	
  7.8905e+02	 -1.8030e-02	  6.2808e+00	  6.4683e-03	  3.5257e-11	  3.2341e-03	
  7.9063e+02	 -1.7802e-02	  6.2808e+00	  6.4692e-03	  3.5251e-11	  3.2346e-03	
  7.9222e+02	 -1.7576e-02	  6.2808e+00	  6.4701e-03	  3.5246e-11	  3.2351e-03	
  7.9380e+02	 -1.7354e-02	  6.2809e+00	  6.4710e-03	  3.5241e-11	  3.2355e-03	
  7.9539e+02	 -1.7134e-02	  6.2809e+00	  6.4719e-03	  3.5236e-11	  3.2360e-03	
  7.9697e+02	 -1.6917e-02	  6.2809e+00	  6.4728e-03	  3.5231e-11	  3.2364e-03	
  7.9856e+02	 -1.6703e-02	  6.2810e+00	  6.4737e-03	  3.5226e-11	  3.2368e-03	
  8.0014e+02	 -1.6491e-02	  6.2810e+00	  6.4745e-03	  3.5221e-11	  3.2373e-03	
  8.0173e+02	 -1.6282e-02	  6.2811e+00	  6.4754e-03	  3.5216e-11	  3.2377e-03	
  8.0331e+02	 -1.6076e-02	  6.2811e+00	  6.4762e-03	  3.5211e-11	  3.2381e-03	
  8.0489e+02	 -1.5872e-02	  6.2811e+00	  6.4771e-03	  3.5207e-11	  3.2385e-03	
  8.0648e+02	 -1.5671e-02	  6.2812e+00	  6.4779e-03	  3.5202e-11	  3.2389e-03	
  8.0806e+02	 -1.5472e-02	  6.2812e+00	  6.4787e-03	  3.5197e-11	  3.2394e-03	
  8.0965e+02	 -1.5276e-02	  6.2812e+00	  6.4795e-03	  3.5193e-11	  3.2398e-03	
  8.1123e+02	 -1.5082e-02	  6.2813e+00	  6.4803e-03	  3.5188e-11	  3.2401e-03	
  8.1282e+02	 -1.4891e-02	  6.2813e+00	  6.4811e-03	  3.5184e-11	  3.2405e-03	
  8.1440e+02	 -1.4702e-02	  6.2813e+00	  6.4818e-03	  3.5179e-11	  3.2409e-03	
  8.1599e+02	 -1.4516e-02	  6.2814e+00	  6.4826e-03	  3.5175e-11	  3.2413e-03	
  8.1757e+02	 -1.4331e-02	  6.2814e+00	  6.4834e-03	  3.5171e-11	  3.2417e-03	
  8.1915e+02	 -1.4150e-02	  6.2814e+00	  6.4841e-03	  3.5167e-11	  3.2421e-03	
  8.2074e+02	 -1.3970e-02	  6.2815e+00	  6.4848e-03	  3.5162e-11	  3.2424e-03	
  8.2232e+02	 -1.3793e-02	  6.2815e+00	  6.4856e-03	  3.5158e-11	  3.2428e-03	
  8.2391e+02	 -1.3618e-02	  6.2815e+00	  6.4863e-03	  3.5154e-11	  3.2431e-03	
  8.2549e+02	 -1.3445e-02	  6.2816e+00	  6.4870e-03	  3.5150e-11	  3.2435e-03	
  8.2708e+02	 -1.3274e-02	  6.2816e+00	  6.4877e-03	  3.5146e-11	  3.2438e-03	
  8.2866e+02	 -1.3105e-02	  6.2816e+00	  6.4884e-03	  3.5142e-11	  3.2442e-03	
  8.3025e+02	 -1.2939e-02	  6.2817e+00	  6.4891e-03	  3.5139e-11	  3.2445e-03	
  8.3183e+02	 -1.2775e-02	  6.2817e+00	  6.4897e-03	  3.5135e-11	  3.2449e-03	
  8.3341e+02	 -1.2612e-02	  6.2817e+00	  6.4904e-03	  3.5131e-11	  3.2452e-03	
  8.3500e+02	 -1.2452e-02	  6.2818e+00	  6.4910e-03	  3.5127e-11	  3.2455e-03	
  8.3658e+02	 -1.2294e-02	  6.2818e+00	  6.4917e-03	  3.5124e-11	  3.2458e-03	
  8.3817e+02	 -1.2138e-02	  6.2818e+00	  6.4923e-03	  3.5120e-11	  3.2462e-03	
  8.3975e+02	 -1.1984e-02	  6.2818e+00	  6.4930e-03	  3.5116e-11	  3.2465e-03	
  8.4134e+02	 -1.1831e-02	  6.2819e+00	  6.4936e-03	  3.5113e-11	  3.2468e-03	
  8.4292e+02	 -1.1681e-02	  6.2819e+00	  6.4942e-03	  3.5109e-11	  3.2471e-03	
  8.4451e+02	 -1.1533e-02	  6.2819e+00	  6.4948e-03	  3.5106e-11	  3.2474e-03	
  8.4609e+02	 -1.1386e-02	  6.2819e+00	  6.4954e-03	  3.5103e-11	  3.2477e-03	
  8.4767e+02	 -1.1241e-02	  6.2820e+00	  6.4960e-03	  3.5099e-11	  3.2480e-03	
  8.4926e+02	 -1.1098e-02	  6.2820e+00	  6.4966e-03	  3.5096e-11	  3.2483e-03	
  8.5084e+02	 -1.0957e-02	  6.2820e+00	  6.4972e-03	  3.5093e-11	  3.2486e-03	
  8.5243e+02	 -1.0818e-02	  6.2820e+00	  6.4977e-03	  3.5090e-11	  3.2489e-03	
  8.5401e+02	 -1.0680e-02	  6.2821e+00	  6.4983e-03	  3.5086e-11	  3.2491e-03	
  8.5560e+02	 -1.0545e-02	  6.2821e+00	  6.4989e-03	  3.5083e-11	  3.2494e-03	
  8.5718e+02	 -1.0410e-02	  6.2821e+00	  6.4994e-03	  3.5080e-11	  3.2497e-03	
  8.5877e+02	 -1.0278e-02	  6.2821e+00	  6.4999e-03	  3.5077e-11	  3.2500e-03	
  8.6035e+02	 -1.0147e-02	  6.2822e+00	  6.5005e-03	  3.5074e-11	  3.2502e-03	
  8.6193e+02	 -1.0018e-02	  6.2822e+00	  6.5010e-03	  3.5071e-11	  3.2505e-03	
  8.6352e+02	 -9.8907e-03	  6.2822e+00	  6.5015e-03	  3.5068e-11	  3.2508e-03	
