  Time(year)	  SI(Albite)	          pH	    Tot_SiO2	      Tot_Al	      TOT_Na	
  8.6510e+02	 -9.7649e-03	  6.2822e+00	  6.5020e-03	  3.5065e-11	  3.2510e-03	
  8.6669e+02	 -9.6407e-03	  6.2823e+00	  6.5026e-03	  3.5062e-11	  3.2513e-03	
  8.6827e+02	 -9.5180e-03	  6.2823e+00	  6.5031e-03	  3.5060e-11	  3.2515e-03	
  8.6986e+02	 -9.3968e-03	  6.2823e+00	  6.5036e-03	  3.5057e-11	  3.2518e-03	
  8.7144e+02	 -9.2773e-03	  6.2823e+00	  6.5040e-03	  3.5054e-11	  3.2520e-03	
  8.7303e+02	 -9.1592e-03	  6.2823e+00	  6.5045e-03	  3.5051e-11	  3.2523e-03	
  8.7461e+02	 -9.0426e-03	  6.2824e+00	  6.5050e-03	  3.5049e-11	  3.2525e-03	
  8.7619e+02	 -8.9275e-03	  6.2824e+00	  6.5055e-03	  3.5046e-11	  3.2527e-03	
  8.7778e+02	 -8.8138e-03	  6.2824e+00	  6.5059e-03	  3.5043e-11	  3.2530e-03	
  8.7936e+02	 -8.7016e-03	  6.2824e+00	  6.5064e-03	  3.5041e-11	  3.2532e-03	
  8.8095e+02	 -8.5908e-03	  6.2824e+00	  6.5069e-03	  3.5038e-11	  3.2534e-03	
  8.8253e+02	 -8.4814e-03	  6.2825e+00	  6.5073e-03	  3.5036e-11	  3.2537e-03	
  8.8412e+02	 -8.3734e-03	  6.2825e+00	  6.5078e-03	  3.5033e-11	  3.2539e-03	
  8.8570e+02	 -8.2668e-03	  6.2825e+00	  6.5082e-03	  3.5031e-11	  3.2541e-03	
  8.8729e+02	 -8.1615e-03	  6.2825e+00	  6.5086e-03	  3.5028e-11	  3.2543e-03	
  8.8887e+02	 -8.0575e-03	  6.2825e+00	  6.5090e-03	  3.5026e-11	  3.2545e-03	
  8.9045e+02	 -7.9549e-03	  6.2826e+00	  6.5095e-03	  3.5023e-11	  3.2547e-03	
  8.9204e+02	 -7.8536e-03	  6.2826e+00	  6.5099e-03	  3.5021e-11	  3.2549e-03	
  8.9362e+02	 -7.7535e-03	  6.2826e+00	  6.5103e-03	  3.5019e-11	  3.2551e-03	
  8.9521e+02	 -7.6547e-03	  6.2826e+00	  6.5107e-03	  3.5017e-11	  3.2553e-03	
  8.9679e+02	 -7.5572e-03	  6.2826e+00	  6.5111e-03	  3.5014e-11	  3.2555e-03	
  8.9838e+02	 -7.4609e-03	  6.2827e+00	  6.5115e-03	  3.5012e-11	  3.2557e-03	
  8.9996e+02	 -7.3659e-03	  6.2827e+00	  6.5119e-03	  3.5010e-11	  3.2559e-03	
  9.0155e+02	 -7.2720e-03	  6.2827e+00	  6.5123e-03	  3.5008e-11	  3.2561e-03	
  9.0313e+02	 -7.1793e-03	  6.2827e+00	  6.5126e-03	  3.5006e-11	  3.2563e-03	
  9.0471e+02	 -7.0878e-03	  6.2827e+00	  6.5130e-03	  3.5003e-11	  3.2565e-03	
  9.0630e+02	 -6.9975e-03	  6.2827e+00	  6.5134e-03	  3.5001e-11	  3.2567e-03	
  9.0788e+02	 -6.9083e-03	  6.2828e+00	  6.5138e-03	  3.4999e-11	  3.2569e-03	
  9.0947e+02	 -6.8202e-03	  6.2828e+00	  6.5141e-03	  3.4997e-11	  3.2571e-03	
  9.1105e+02	 -6.7333e-03	  6.2828e+00	  6.5145e-03	  3.4995e-11	  3.2572e-03	
  9.1264e+02	 -6.6475e-03	  6.2828e+00	  6.5148e-03	  3.4993e-11	  3.2574e-03	
  9.1422e+02	 -6.5627e-03	  6.2828e+00	  6.5152e-03	  3.4991e-11	  3.2576e-03	
  9.1581e+02	 -6.4790e-03	  6.2828e+00	  6.5155e-03	  3.4989e-11	  3.2578e-03	
  9.1739e+02	 -6.3964e-03	  6.2828e+00	  6.5159e-03	  3.4988e-11	  3.2579e-03	
  9.1897e+02	 -6.3149e-03	  6.2829e+00	  6.5162e-03	  3.4986e-11	  3.2581e-03	
  9.2056e+02	 -6.2344e-03	  6.2829e+00	  6.5165e-03	  3.4984e-11	  3.2583e-03	
  9.2214e+02	 -6.1549e-03	  6.2829e+00	  6.5169e-03	  3.4982e-11	  3.2584e-03	
  9.2373e+02	 -6.0764e-03	  6.2829e+00	  6.5172e-03	  3.4980e-11	  3.2586e-03	
  9.2531e+02	 -5.9989e-03	  6.2829e+00	  6.5175e-03	  3.4978e-11	  3.2587e-03	
  9.2690e+02	 -5.9224e-03	  6.2829e+00	  6.5178e-03	  3.4977e-11	  3.2589e-03	
  9.2848e+02	 -5.8468e-03	  6.2829e+00	  6.5181e-03	  3.4975e-11	  3.2591e-03	
  9.3007e+02	 -5.7723e-03	  6.2830e+00	  6.5184e-03	  3.4973e-11	  3.2592e-03	
  9.3165e+02	 -5.6986e-03	  6.2830e+00	  6.5187e-03	  3.4972e-11	  3.2594e-03	
  9.3323e+02	 -5.6259e-03	  6.2830e+00	  6.5190e-03	  3.4970e-11	  3.2595e-03	
  9.3482e+02	 -5.5542e-03	  6.2830e+00	  6.5193e-03	  3.4968e-11	  3.2597e-03	
  9.3640e+02	 -5.4833e-03	  6.2830e+00	  6.5196e-03	  3.4967e-11	  3.2598e-03	
  9.3799e+02	 -5.4134e-03	  6.2830e+00	  6.5199e-03	  3.4965e-11	  3.2599e-03	
  9.3957e+02	 -5.3443e-03	  6.2830e+00	  6.5202e-03	  3.4963e-11	  3.2601e-03	
  9.4116e+02	 -5.2761e-03	  6.2830e+00	  6.5205e-03	  3.4962e-11	  3.2602e-03	
  9.4274e+02	 -5.2088e-03	  6.2831e+00	  6.5207e-03	  3.4960e-11	  3.2604e-03	
  9.4433e+02	 -5.1423e-03	  6.2831e+00	  6.5210e-03	  3.4959e-11	  3.2605e-03	
  9.4591e+02	 -5.0767e-03	  6.2831e+00	  6.5213e-03	  3.4957e-11	  3.2606e-03	
  9.4749e+02	 -5.0119e-03	  6.2831e+00	  6.5215e-03	  3.4956e-11	  3.2608e-03	
  9.4908e+02	 -4.9480e-03	  6.2831e+00	  6.5218e-03	  3.4954e-11	  3.2609e-03	
  9.5066e+02	 -4.8848e-03	  6.2831e+00	  6.5221e-03	  3.4953e-11	  3.2610e-03	
  9.5225e+02	 -4.8225e-03	  6.2831e+00	  6.5223e-03	  3.4951e-11	  3.2612e-03	
  9.5383e+02	 -4.7609e-03	  6.2831e+00	  6.5226e-03	  3.4950e-11	  3.2613e-03	
  9.5542e+02	 -4.7001e-03	  6.2831e+00	  6.5228e-03	  3.4949e-11	  3.2614e-03	
  9.5700e+02	 -4.6402e-03	  6.2832e+00	  6.5231e-03	  3.4947e-11	  3.2615e-03	
  9.5859e+02	 -4.5809e-03	  6.2832e+00	  6.5233e-03	  3.4946e-11	  3.2617e-03	
  9.6017e+02	 -4.5225e-03	  6.2832e+00	  6.5236e-03	  3.4945e-11	  3.2618e-03	
  9.6175e+02	 -4.4647e-03	  6.2832e+00	  6.5238e-03	  3.4943e-11	  3.2619e-03	
  9.6334e+02	 -4.4077e-03	  6.2832e+00	  6.5240e-03	  3.4942e-11	  3.2620e-03	
  9.6492e+02	 -4.3515e-03	  6.2832e+00	  6.5243e-03	  3.4941e-11	  3.2621e-03	
  9.6651e+02	 -4.2959e-03	  6.2832e+00	  6.5245e-03	  3.4939e-11	  3.2622e-03	
  9.6809e+02	 -4.2411e-03	  6.2832e+00	  6.5247e-03	  3.4938e-11	  3.2624e-03	
  9.6968e+02	 -4.1869e-03	  6.2832e+00	  6.5249e-03	  3.4937e-11	  3.2625e-03	
  9.7126e+02	 -4.1334e-03	  6.2833e+00	  6.5252e-03	  3.4936e-11	  3.2626e-03	
  9.7285e+02	 -4.0807e-03	  6.2833e+00	  6.5254e-03	  3.4934e-11	  3.2627e-03	
  9.7443e+02	 -4.0286e-03	  6.2833e+00	  6.5256e-03	  3.4933e-11	  3.2628e-03	
  9.7601e+02	 -3.9771e-03	  6.2833e+00	  6.5258e-03	  3.4932e-11	  3.2629e-03	
  9.7760e+02	 -3.9263e-03	  6.2833e+00	  6.5260e-03	  3.4931e-11	  3.2630e-03	
  9.7918e+02	 -3.8762e-03	  6.2833e+00	  6.5262e-03	  3.4930e-11	  3.2631e-03	
  9.8077e+02	 -3.8267e-03	  6.2833e+00	  6.5264e-03	  3.4929e-11	  3.2632e-03	
  9.8235e+02	 -3.7778e-03	  6.2833e+00	  6.5266e-03	  3.4927e-11	  3.2633e-03	
  9.8394e+02	 -3.7296e-03	  6.2833e+00	  6.5268e-03	  3.4926e-11	  3.2634e-03	
  9.8552e+02	 -3.6819e-03	  6.2833e+00	  6.5270e-03	  3.4925e-11	  3.2635e-03	
  9.8711e+02	 -3.6349e-03	  6.2833e+00	  6.5272e-03	  3.4924e-11	  3.2636e-03	
  9.8869e+02	 -3.5885e-03	  6.2833e+00	  6.5274e-03	  3.4923e-11	  3.2637e-03	
  9.9027e+02	 -3.5427e-03	  6.2834e+00	  6.5276e-03	  3.4922e-11	  3.2638e-03	
  9.9186e+02	 -3.4974e-03	  6.2834e+00	  6.5278e-03	  3.4921e-11	  3.2639e-03	
  9.9344e+02	 -3.4527e-03	  6.2834e+00	  6.5279e-03	  3.4920e-11	  3.2640e-03	
  9.9503e+02	 -3.4086e-03	  6.2834e+00	  6.5281e-03	  3.4919e-11	  3.2641e-03	
  9.9661e+02	 -3.3651e-03	  6.2834e+00	  6.5283e-03	  3.4918e-11	  3.2642e-03	
  9.9820e+02	 -3.3221e-03	  6.2834e+00	  6.5285e-03	  3.4917e-11	  3.2642e-03	
  9.9978e+02	 -3.2797e-03	  6.2834e+00	  6.5287e-03	  3.4916e-11	  3.2643e-03	
  1.0014e+03	 -3.2378e-03	  6.2834e+00	  6.5288e-03	  3.4915e-11	  3.2644e-03	
  1.0029e+03	 -3.1964e-03	  6.2834e+00	  6.5290e-03	  3.4914e-11	  3.2645e-03	
  1.0045e+03	 -3.1556e-03	  6.2834e+00	  6.5292e-03	  3.4913e-11	  3.2646e-03	
  1.0061e+03	 -3.1152e-03	  6.2834e+00	  6.5293e-03	  3.4912e-11	  3.2647e-03	
  1.0077e+03	 -3.0754e-03	  6.2834e+00	  6.5295e-03	  3.4911e-11	  3.2648e-03	
  1.0093e+03	 -3.0362e-03	  6.2834e+00	  6.5297e-03	  3.4910e-11	  3.2648e-03	
  1.0109e+03	 -2.9974e-03	  6.2835e+00	  6.5298e-03	  3.4910e-11	  3.2649e-03	
  1.0125e+03	 -2.9591e-03	  6.2835e+00	  6.5300e-03	  3.4909e-11	  3.2650e-03	
  1.0140e+03	 -2.9213e-03	  6.2835e+00	  6.5301e-03	  3.4908e-11	  3.2651e-03	
  1.0156e+03	 -2.8839e-03	  6.2835e+00	  6.5303e-03	  3.4907e-11	  3.2651e-03	
  1.0172e+03	 -2.8471e-03	  6.2835e+00	  6.5304e-03	  3.4906e-11	  3.2652e-03	
  1.0188e+03	 -2.8107e-03	  6.2835e+00	  6.5306e-03	  3.4905e-11	  3.2653e-03	
  1.0204e+03	 -2.7748e-03	  6.2835e+00	  6.5307e-03	  3.4904e-11	  3.2654e-03	
  1.0220e+03	 -2.7393e-03	  6.2835e+00	  6.5309e-03	  3.4904e-11	  3.2654e-03	
  1.0235e+03	 -2.7043e-03	  6.2835e+00	  6.5310e-03	  3.4903e-11	  3.2655e-03	
  1.0251e+03	 -2.6697e-03	  6.2835e+00	  6.5312e-03	  3.4902e-11	  3.2656e-03	
  1.0267e+03	 -2.6356e-03	  6.2835e+00	  6.5313e-03	  3.4901e-11	  3.2657e-03	
  1.0283e+03	 -2.6019e-03	  6.2835e+00	  6.5314e-03	  3.4900e-11	  3.2657e-03	
  1.0299e+03	 -2.5687e-03	  6.2835e+00	  6.5316e-03	  3.4900e-11	  3.2658e-03	
  1.0315e+03	 -2.5359e-03	  6.2835e+00	  6.5317e-03	  3.4899e-11	  3.2659e-03	
  1.0331e+03	 -2.5034e-03	  6.2835e+00	  6.5319e-03	  3.4898e-11	  3.2659e-03	
  1.0346e+03	 -2.4715e-03	  6.2836e+00	  6.5320e-03	  3.4897e-11	  3.2660e-03	
  1.0362e+03	 -2.4399e-03	  6.2836e+00	  6.5321e-03	  3.4897e-11	  3.2661e-03	
  1.0378e+03	 -2.4087e-03	  6.2836e+00	  6.5322e-03	  3.4896e-11	  3.2661e-03	
  1.0394e+03	 -2.3779e-03	  6.2836e+00	  6.5324e-03	  3.4895e-11	  3.2662e-03	
  1.0410e+03	 -2.3475e-03	  6.2836e+00	  6.5325e-03	  3.4895e-11	  3.2662e-03	
  1.0426e+03	 -2.3175e-03	  6.2836e+00	  6.5326e-03	  3.4894e-11	  3.2663e-03	
  1.0441e+03	 -2.2879e-03	  6.2836e+00	  6.5327e-03	  3.4893e-11	  3.2664e-03	
  1.0457e+03	 -2.2586e-03	  6.2836e+00	  6.5329e-03	  3.4893e-11	  3.2664e-03	
  1.0473e+03	 -2.2297e-03	  6.2836e+00	  6.5330e-03	  3.4892e-11	  3.2665e-03	
  1.0489e+03	 -2.2012e-03	  6.2836e+00	  6.5331e-03	  3.4891e-11	  3.2665e-03	
  1.0505e+03	 -2.1731e-03	  6.2836e+00	  6.5332e-03	  3.4891e-11	  3.2666e-03	
  1.0521e+03	 -2.1453e-03	  6.2836e+00	  6.5333e-03	  3.4890e-11	  3.2667e-03	
  1.0537e+03	 -2.1179e-03	  6.2836e+00	  6.5334e-03	  3.4889e-11	  3.2667e-03	
  1.0552e+03	 -2.0908e-03	  6.2836e+00	  6.5335e-03	  3.4889e-11	  3.2668e-03	
  1.0568e+03	 -2.0641e-03	  6.2836e+00	  6.5337e-03	  3.4888e-11	  3.2668e-03	
  1.0584e+03	 -2.0377e-03	  6.2836e+00	  6.5338e-03	  3.4888e-11	  3.2669e-03	
  1.0600e+03	 -2.0116e-03	  6.2836e+00	  6.5339e-03	  3.4887e-11	  3.2669e-03	
  1.0616e+03	 -1.9859e-03	  6.2836e+00	  6.5340e-03	  3.4886e-11	  3.2670e-03	
  1.0632e+03	 -1.9605e-03	  6.2836e+00	  6.5341e-03	  3.4886e-11	  3.2670e-03	
  1.0647e+03	 -1.9355e-03	  6.2836e+00	  6.5342e-03	  3.4885e-11	  3.2671e-03	
  1.0663e+03	 -1.9107e-03	  6.2837e+00	  6.5343e-03	  3.4885e-11	  3.2671e-03	
  1.0679e+03	 -1.8863e-03	  6.2837e+00	  6.5344e-03	  3.4884e-11	  3.2672e-03	
  1.0695e+03	 -1.8622e-03	  6.2837e+00	  6.5345e-03	  3.4884e-11	  3.2672e-03	
  1.0711e+03	 -1.8384e-03	  6.2837e+00	  6.5346e-03	  3.4883e-11	  3.2673e-03	
  1.0727e+03	 -1.8149e-03	  6.2837e+00	  6.5347e-03	  3.4882e-11	  3.2673e-03	
  1.0742e+03	 -1.7917e-03	  6.2837e+00	  6.5348e-03	  3.4882e-11	  3.2674e-03	
  1.0758e+03	 -1.7687e-03	  6.2837e+00	  6.5349e-03	  3.4881e-11	  3.2674e-03	
  1.0774e+03	 -1.7461e-03	  6.2837e+00	  6.5350e-03	  3.4881e-11	  3.2675e-03	
  1.0790e+03	 -1.7238e-03	  6.2837e+00	  6.5351e-03	  3.4880e-11	  3.2675e-03	
  1.0806e+03	 -1.7018e-03	  6.2837e+00	  6.5351e-03	  3.4880e-11	  3.2676e-03	
  1.0822e+03	 -1.6800e-03	  6.2837e+00	  6.5352e-03	  3.4879e-11	  3.2676e-03	
  1.0838e+03	 -1.6585e-03	  6.2837e+00	  6.5353e-03	  3.4879e-11	  3.2677e-03	
  1.0853e+03	 -1.6373e-03	  6.2837e+00	  6.5354e-03	  3.4878e-11	  3.2677e-03	
  1.0869e+03	 -1.6164e-03	  6.2837e+00	  6.5355e-03	  3.4878e-11	  3.2677e-03	
  1.0885e+03	 -1.5957e-03	  6.2837e+00	  6.5356e-03	  3.4877e-11	  3.2678e-03	
  1.0901e+03	 -1.5753e-03	  6.2837e+00	  6.5357e-03	  3.4877e-11	  3.2678e-03	
  1.0917e+03	 -1.5551e-03	  6.2837e+00	  6.5358e-03	  3.4876e-11	  3.2679e-03	
  1.0933e+03	 -1.5353e-03	  6.2837e+00	  6.5358e-03	  3.4876e-11	  3.2679e-03	
  1.0948e+03	 -1.5156e-03	  6.2837e+00	  6.5359e-03	  3.4876e-11	  3.2680e-03	
  1.0964e+03	 -1.4962e-03	  6.2837e+00	  6.5360e-03	  3.4875e-11	  3.2680e-03	
  1.0980e+03	 -1.4771e-03	  6.2837e+00	  6.5361e-03	  3.4875e-11	  3.2680e-03	
  1.0996e+03	 -1.4582e-03	  6.2837e+00	  6.5362e-03	  3.4874e-11	  3.2681e-03	
  1.1012e+03	 -1.4396e-03	  6.2837e+00	  6.5362e-03	  3.4874e-11	  3.2681e-03	
  1.1028e+03	 -1.4211e-03	  6.2837e+00	  6.5363e-03	  3.4873e-11	  3.2682e-03	
  1.1044e+03	 -1.4030e-03	  6.2837e+00	  6.5364e-03	  3.4873e-11	  3.2682e-03	
  1.1059e+03	 -1.3850e-03	  6.2837e+00	  6.5365e-03	  3.4873e-11	  3.2682e-03	
  1.1075e+03	 -1.3673e-03	  6.2838e+00	  6.5365e-03	  3.4872e-11	  3.2683e-03	
  1.1091e+03	 -1.3498e-03	  6.2838e+00	  6.5366e-03	  3.4872e-11	  3.2683e-03	
  1.1107e+03	 -1.3326e-03	  6.2838e+00	  6.5367e-03	  3.4871e-11	  3.2683e-03	
  1.1123e+03	 -1.3155e-03	  6.2838e+00	  6.5367e-03	  3.4871e-11	  3.2684e-03	
  1.1139e+03	 -1.2987e-03	  6.2838e+00	  6.5368e-03	  3.4871e-11	  3.2684e-03	
  1.1154e+03	 -1.2821e-03	  6.2838e+00	  6.5369e-03	  3.4870e-11	  3.2684e-03	
  1.1170e+03	 -1.2657e-03	  6.2838e+00	  6.5369e-03	  3.4870e-11	  3.2685e-03	
  1.1186e+03	 -1.2495e-03	  6.2838e+00	  6.5370e-03	  3.4869e-11	  3.2685e-03	
  1.1202e+03	 -1.2335e-03	  6.2838e+00	  6.5371e-03	  3.4869e-11	  3.2685e-03	
  1.1218e+03	 -1.2177e-03	  6.2838e+00	  6.5371e-03	  3.4869e-11	  3.2686e-03	
  1.1234e+03	 -1.2022e-03	  6.2838e+00	  6.5372e-03	  3.4868e-11	  3.2686e-03	
  1.1250e+03	 -1.1868e-03	  6.2838e+00	  6.5373e-03	  3.4868e-11	  3.2686e-03	
  1.1265e+03	 -1.1716e-03	  6.2838e+00	  6.5373e-03	  3.4868e-11	  3.2687e-03	
  1.1281e+03	 -1.1566e-03	  6.2838e+00	  6.5374e-03	  3.4867e-11	  3.2687e-03	
  1.1297e+03	 -1.1418e-03	  6.2838e+00	  6.5375e-03	  3.4867e-11	  3.2687e-03	
  1.1313e+03	 -1.1272e-03	  6.2838e+00	  6.5375e-03	  3.4867e-11	  3.2688e-03	
  1.1329e+03	 -1.1128e-03	  6.2838e+00	  6.5376e-03	  3.4866e-11	  3.2688e-03	
  1.1345e+03	 -1.0986e-03	  6.2838e+00	  6.5376e-03	  3.4866e-11	  3.2688e-03	
  1.1360e+03	 -1.0845e-03	  6.2838e+00	  6.5377e-03	  3.4866e-11	  3.2688e-03	
  1.1376e+03	 -1.0706e-03	  6.2838e+00	  6.5377e-03	  3.4865e-11	  3.2689e-03	
  1.1392e+03	 -1.0569e-03	  6.2838e+00	  6.5378e-03	  3.4865e-11	  3.2689e-03	
  1.1408e+03	 -1.0434e-03	  6.2838e+00	  6.5379e-03	  3.4865e-11	  3.2689e-03	
  1.1424e+03	 -1.0301e-03	  6.2838e+00	  6.5379e-03	  3.4864e-11	  3.2690e-03	
  1.1440e+03	 -1.0169e-03	  6.2838e+00	  6.5380e-03	  3.4864e-11	  3.2690e-03	
  1.1455e+03	 -1.0039e-03	  6.2838e+00	  6.5380e-03	  3.4864e-11	  3.2690e-03	
  1.1471e+03	 -9.9103e-04	  6.2838e+00	  6.5381e-03	  3.4864e-11	  3.2690e-03	
  1.1487e+03	 -9.7835e-04	  6.2838e+00	  6.5381e-03	  3.4863e-11	  3.2691e-03	
  1.1503e+03	 -9.6584e-04	  6.2838e+00	  6.5382e-03	  3.4863e-11	  3.2691e-03	
  1.1519e+03	 -9.5348e-04	  6.2838e+00	  6.5382e-03	  3.4863e-11	  3.2691e-03	
  1.1535e+03	 -9.4128e-04	  6.2838e+00	  6.5383e-03	  3.4862e-11	  3.2691e-03	
  1.1551e+03	 -9.2924e-04	  6.2838e+00	  6.5383e-03	  3.4862e-11	  3.2692e-03	
  1.1566e+03	 -9.1735e-04	  6.2838e+00	  6.5384e-03	  3.4862e-11	  3.2692e-03	
  1.1582e+03	 -9.0561e-04	  6.2838e+00	  6.5384e-03	  3.4862e-11	  3.2692e-03	
  1.1598e+03	 -8.9403e-04	  6.2838e+00	  6.5385e-03	  3.4861e-11	  3.2692e-03	
  1.1614e+03	 -8.8259e-04	  6.2838e+00	  6.5385e-03	  3.4861e-11	  3.2693e-03	
  1.1630e+03	 -8.7130e-04	  6.2838e+00	  6.5386e-03	  3.4861e-11	  3.2693e-03	
  1.1646e+03	 -8.6015e-04	  6.2838e+00	  6.5386e-03	  3.4861e-11	  3.2693e-03	
  1.1661e+03	 -8.4915e-04	  6.2838e+00	  6.5387e-03	  3.4860e-11	  3.2693e-03	
  1.1677e+03	 -8.3828e-04	  6.2838e+00	  6.5387e-03	  3.4860e-11	  3.2694e-03	
  1.1693e+03	 -8.2756e-04	  6.2838e+00	  6.5387e-03	  3.4860e-11	  3.2694e-03	
  1.1709e+03	 -8.1697e-04	  6.2839e+00	  6.5388e-03	  3.4860e-11	  3.2694e-03	
  1.1725e+03	 -8.0651e-04	  6.2839e+00	  6.5388e-03	  3.4859e-11	  3.2694e-03	
  1.1741e+03	 -7.9620e-04	  6.2839e+00	  6.5389e-03	  3.4859e-11	  3.2694e-03	
  1.1757e+03	 -7.8601e-04	  6.2839e+00	  6.5389e-03	  3.4859e-11	  3.2695e-03	
  1.1772e+03	 -7.7595e-04	  6.2839e+00	  6.5390e-03	  3.4859e-11	  3.2695e-03	
  1.1788e+03	 -7.6602e-04	  6.2839e+00	  6.5390e-03	  3.4858e-11	  3.2695e-03	
  1.1804e+03	 -7.5622e-04	  6.2839e+00	  6.5390e-03	  3.4858e-11	  3.2695e-03	
  1.1820e+03	 -7.4655e-04	  6.2839e+00	  6.5391e-03	  3.4858e-11	  3.2695e-03	
  1.1836e+03	 -7.3699e-04	  6.2839e+00	  6.5391e-03	  3.4858e-11	  3.2696e-03	
  1.1852e+03	 -7.2756e-04	  6.2839e+00	  6.5392e-03	  3.4858e-11	  3.2696e-03	
  1.1867e+03	 -7.1825e-04	  6.2839e+00	  6.5392e-03	  3.4857e-11	  3.2696e-03	
  1.1883e+03	 -7.0906e-04	  6.2839e+00	  6.5392e-03	  3.4857e-11	  3.2696e-03	
  1.1899e+03	 -6.9999e-04	  6.2839e+00	  6.5393e-03	  3.4857e-11	  3.2696e-03	
  1.1915e+03	 -6.9103e-04	  6.2839e+00	  6.5393e-03	  3.4857e-11	  3.2697e-03	
  1.1931e+03	 -6.8219e-04	  6.2839e+00	  6.5393e-03	  3.4857e-11	  3.2697e-03	
  1.1947e+03	 -6.7346e-04	  6.2839e+00	  6.5394e-03	  3.4856e-11	  3.2697e-03	
  1.1963e+03	 -6.6485e-04	  6.2839e+00	  6.5394e-03	  3.4856e-11	  3.2697e-03	
  1.1978e+03	 -6.5634e-04	  6.2839e+00	  6.5395e-03	  3.4856e-11	  3.2697e-03	
  1.1994e+03	 -6.4794e-04	  6.2839e+00	  6.5395e-03	  3.4856e-11	  3.2697e-03	
  1.2010e+03	 -6.3965e-04	  6.2839e+00	  6.5395e-03	  3.4856e-11	  3.2698e-03	
  1.2026e+03	 -6.3146e-04	  6.2839e+00	  6.5396e-03	  3.4855e-11	  3.2698e-03	
  1.2042e+03	 -6.2338e-04	  6.2839e+00	  6.5396e-03	  3.4855e-11	  3.2698e-03	
  1.2058e+03	 -6.1541e-04	  6.2839e+00	  6.5396e-03	  3.4855e-11	  3.2698e-03	
  1.2073e+03	 -6.0753e-04	  6.2839e+00	  6.5397e-03	  3.4855e-11	  3.2698e-03	
  1.2089e+03	 -5.9976e-04	  6.2839e+00	  6.5397e-03	  3.4855e-11	  3.2698e-03	
  1.2105e+03	 -5.9208e-04	  6.2839e+00	  6.5397e-03	  3.4854e-11	  3.2699e-03	
  1.2121e+03	 -5.8451e-04	  6.2839e+00	  6.5397e-03	  3.4854e-11	  3.2699e-03	
  1.2137e+03	 -5.7703e-04	  6.2839e+00	  6.5398e-03	  3.4854e-11	  3.2699e-03	
  1.2153e+03	 -5.6964e-04	  6.2839e+00	  6.5398e-03	  3.4854e-11	  3.2699e-03	
  1.2168e+03	 -5.6235e-04	  6.2839e+00	  6.5398e-03	  3.4854e-11	  3.2699e-03	
  1.2184e+03	 -5.5516e-04	  6.2839e+00	  6.5399e-03	  3.4854e-11	  3.2699e-03	
  1.2200e+03	 -5.4805e-04	  6.2839e+00	  6.5399e-03	  3.4853e-11	  3.2699e-03	
  1.2216e+03	 -5.4104e-04	  6.2839e+00	  6.5399e-03	  3.4853e-11	  3.2700e-03	
  1.2232e+03	 -5.3412e-04	  6.2839e+00	  6.5400e-03	  3.4853e-11	  3.2700e-03	
  1.2248e+03	 -5.2728e-04	  6.2839e+00	  6.5400e-03	  3.4853e-11	  3.2700e-03	
  1.2264e+03	 -5.2053e-04	  6.2839e+00	  6.5400e-03	  3.4853e-11	  3.2700e-03	
  1.2279e+03	 -5.1387e-04	  6.2839e+00	  6.5400e-03	  3.4853e-11	  3.2700e-03	
  1.2295e+03	 -5.0730e-04	  6.2839e+00	  6.5401e-03	  3.4853e-11	  3.2700e-03	
  1.2311e+03	 -5.0081e-04	  6.2839e+00	  6.5401e-03	  3.4852e-11	  3.2700e-03	
  1.2327e+03	 -4.9440e-04	  6.2839e+00	  6.5401e-03	  3.4852e-11	  3.2701e-03	
  1.2343e+03	 -4.8807e-04	  6.2839e+00	  6.5401e-03	  3.4852e-11	  3.2701e-03	
  1.2359e+03	 -4.8182e-04	  6.2839e+00	  6.5402e-03	  3.4852e-11	  3.2701e-03	
  1.2374e+03	 -4.7566e-04	  6.2839e+00	  6.5402e-03	  3.4852e-11	  3.2701e-03	
  1.2390e+03	 -4.6957e-04	  6.2839e+00	  6.5402e-03	  3.4852e-11	  3.2701e-03	
  1.2406e+03	 -4.6356e-04	  6.2839e+00	  6.5402e-03	  3.4852e-11	  3.2701e-03	
  1.2422e+03	 -4.5763e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2701e-03	
  1.2438e+03	 -4.5177e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2701e-03	
  1.2454e+03	 -4.4599e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2702e-03	
  1.2470e+03	 -4.4028e-04	  6.2839e+00	  6.5403e-03	  3.4851e-11	  3.2702e-03	
  1.2485e+03	 -4.3465e-04	  6.2839e+00	  6.5404e-03	  3.4851e-11	  3.2702e-03	
  1.2501e+03	 -4.2909e-04	  6.2839e+00	  6.5404e-03	  3.4851e-11	  3.2702e-03	
  1.2517e+03	 -4.2359e-04	  6.2839e+00	  6.5404e-03	  3.4851e-11	  3.2702e-03	
  1.2533e+03	 -4.1817e-04	  6.2839e+00	  6.5404e-03	  3.4850e-11	  3.2702e-03	
  1.2549e+03	 -4.1282e-04	  6.2839e+00	  6.5405e-03	  3.4850e-11	  3.2702e-03	
  1.2565e+03	 -4.0754e-04	  6.2839e+00	  6.5405e-03	  3.4850e-11	  3.2702e-03	
  1.2580e+03	 -4.0232e-04	  6.2839e+00	  6.5405e-03	  3.4850e-11	  3.2702e-03	
